Examinee's ID,Which combination of the TOD did you administer?,Examinee's 5-digit zip code,Examinee's age in years,Examinee grade in school,Examinee's gender,PEL,"Is theˇexaminee of Hispanic, Latino, or Spanish origin?",Examinee's race/ethnicity
204013,TOD-S + TOD,39503,11,5,Female,Some College or associate's degree,Yes,Black/African American
204014,TOD-S + TOD,39503,12,6,Female,Some College or associate's degree,Yes,Black/African American
236004,TOD-S + TOD,53406,7,1,Female,Bachelors degree or higher,No,White
265011,TOD-S + TOD,48070,14,9,Female,Bachelors degree or higher,No,White
253045,TOD-S + TOD,82801,16,11,Male,Bachelors degree or higher,No,White
258016,TOD-S + TOD,94063,23,Not Applicable / NOT IN SCHOOL,Male,HS_grad,Yes,Other / Multiracial
219007,TOD-S + TOD,33405,12,6,Male,Some College or associate's degree,Yes,White
301003,TOD-S + TOD,24060,18,College - Freshman,Male,Bachelors degree or higher,No,Asian
203012,TOD-S + TOD,57069,11,5,Male,Bachelors degree or higher,Yes,Other / Multiracial
203001,TOD-S + TOD-E,57069,7,1,Male,Bachelors degree or higher,No,White
203023,TOD-S + TOD,57101,40,Not Applicable / NOT IN SCHOOL,Male,Some College or associate's degree,No,White
261034,TOD-S + TOD,95955,19,College - Freshman,Female,Some College or associate's degree,No,White
230019,TOD-S + TOD,45342,46,Not Applicable / NOT IN SCHOOL,Female,HS_grad,No,White
230018,TOD-S + TOD,45342,9,4,Female,HS_grad,No,White
230017,TOD-S + TOD,45342,7,1,Female,HS_grad,No,White
236040,TOD-S + TOD,53405,55,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
253044,TOD-S + TOD,82801,8,4,Female,Bachelors degree or higher,No,White
203006,TOD-S + TOD,57069,10,4,Male,Bachelors degree or higher,No,White
205039,TOD-S + TOD,75002,13,7,Female,Bachelors degree or higher,No,Black/African American
253043,TOD-S + TOD,82801,12,7,Female,Bachelors degree or higher,No,White
253042,TOD-S + TOD,82801,15,10,Female,Bachelors degree or higher,No,White
261033,TOD-S + TOD,95955,12,6,Male,Bachelors degree or higher,No,White
232041,TOD-S + TOD,90046,43,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,Asian
232016,TOD-S + TOD-E,90046,6,K,Male,Bachelors degree or higher,No,Asian
253041,TOD-S + TOD,82801,7,2,Male,Some College or associate's degree,No,White
259024,TOD-S + TOD,30040,18,12,Female,HS_grad,No,Other / Multiracial
203027,TOD-S + TOD,57069,70,Not Applicable / NOT IN SCHOOL,Female,Some College or associate's degree,No,White
203018,TOD-S + TOD,57069,17,11,Female,Some College or associate's degree,No,White
203008,TOD-S + TOD,68710,11,5,Male,Some College or associate's degree,No,White
259023,TOD-S + TOD,30213,21,College - Sophomore,Female,Some College or associate's degree,No,Black/African American
202004,TOD-S + TOD,27534,18,12,Female,HS_grad,No,White
209009,TOD-S + TOD,85718,71,Not Applicable / NOT IN SCHOOL,Male,Bachelors degree or higher,No,White
227020,TOD-S + TOD,49301,13,7,Male,Bachelors degree or higher,No,White
205022,TOD-S + TOD,20832,50,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
264043,TOD-S + TOD,37923,14,11,Male,Bachelors degree or higher,No,White
264042,TOD-S + TOD,37923,17,11,Female,Bachelors degree or higher,No,White
261032,TOD-S + TOD,95988,20,College - Sophomore,Male,Some College or associate's degree,No,White
261029,TOD-S + TOD,95955,15,9,Female,Bachelors degree or higher,No,White
264041,TOD-S + TOD,37849,13,7,Male,Bachelors degree or higher,No,White
264040,TOD-S + TOD,37849,14,8,Male,Bachelors degree or higher,No,White
255005,TOD-S + TOD,29483,15,10,Male,Some College or associate's degree,No,Black/African American
258015,TOD-S + TOD,94203,19,Not Applicable / NOT IN SCHOOL,Female,HS_grad,No,White
209017,TOD-S + TOD,85718,67,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
259022,TOD-S + TOD,30350,17,11,Female,Some College or associate's degree,Yes,White
261031,TOD-S + TOD,95955,11,5,Male,Bachelors degree or higher,No,White
201040,TOD-S + TOD,27106,66,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
260018,TOD-S + TOD,19701,7,2,Female,Bachelors degree or higher,No,White
212002,TOD-S + TOD-E,60637,7,2,Male,HS_grad,No,Black/African American
212001,TOD-S + TOD-E,60619,7,1,Female,HS_grad,No,Black/African American
205040,TOD-S + TOD,20871,12,6,Male,Bachelors degree or higher,Yes,White
204017,TOD-S + TOD,39507,13,8,Male,HS_grad,Yes,White
211026,TOD-S + TOD,64064,49,Not Applicable / NOT IN SCHOOL,Male,Bachelors degree or higher,No,White
211025,TOD-S + TOD,64138,60,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
211024,TOD-S + TOD,64138,13,7,Female,HS_grad,No,White
211023,TOD-S + TOD,64138,71,Not Applicable / NOT IN SCHOOL,Male,Some College or associate's degree,No,White
211022,TOD-S + TOD,64082,47,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
223012,TOD-S + TOD,78538,10,4,Male,Did not complete high school,Yes,White
223006,TOD-S + TOD,78538,9,3,Male,Did not complete high school,Yes,White
214048,TOD-S + TOD,76708,48,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
268004,TOD-S + TOD,66044,20,College - Junior,Female,Some College or associate's degree,No,Other / Multiracial
218037,TOD-S + TOD,80528,82,Not Applicable / NOT IN SCHOOL,Female,Some College or associate's degree,No,White
218040,TOD-S + TOD,80528,89,Not Applicable / NOT IN SCHOOL,Male,Some College or associate's degree,No,White
260017,TOD-S + TOD,19701,7,2,Male,Some College or associate's degree,No,White
243012,TOD-S + TOD,40229,14,9,Male,HS_grad,Yes,Other / Multiracial
243018,TOD-S + TOD-E,40059,7,2,Male,Bachelors degree or higher,No,White
260005,TOD-S + TOD,19701,8,2,Female,Some College or associate's degree,No,Black/African American
262023,TOD-S + TOD,40220,15,10,Female,Bachelors degree or higher,No,White
204006,TOD-S + TOD-E,39531,8,2,Female,Bachelors degree or higher,No,White
301002,TOD-S + TOD,24060,9,3,Female,Bachelors degree or higher,No,White
209016,TOD-S + TOD,85718,56,Not Applicable / NOT IN SCHOOL,Male,Some College or associate's degree,No,White
259021,TOD-S + TOD,30350,16,10,Male,HS_grad,Yes,White
259020,TOD-S + TOD,30350,8,3,Female,HS_grad,Yes,White
205035,TOD-S + TOD,20817,14,9,Male,Bachelors degree or higher,No,White
259019,TOD-S + TOD,30350,8,3,Female,HS_grad,Yes,White
259018,TOD-S + TOD,30115,9,3,Female,Did not complete high school,Yes,White
259017,TOD-S + TOD,30115,11,5,Male,Did not complete high school,Yes,White
259016,TOD-S + TOD,30115,15,9,Female,Did not complete high school,Yes,White
219005,TOD-S + TOD,33415,63,Not Applicable / NOT IN SCHOOL,Female,HS_grad,Yes,White
219004,TOD-S + TOD,33415,32,Not Applicable / NOT IN SCHOOL,Male,Bachelors degree or higher,Yes,White
219003,TOD-S + TOD,33415,35,Not Applicable / NOT IN SCHOOL,Male,Bachelors degree or higher,Yes,White
219002,TOD-S + TOD,33436,40,Not Applicable / NOT IN SCHOOL,Male,Bachelors degree or higher,Yes,White
265014,TOD-S + TOD,48070,9,2,Female,Bachelors degree or higher,No,White
219001,TOD-S + TOD-E,33436,6,K,Female,Bachelors degree or higher,Yes,White
207014,TOD-S + TOD,60620,12,7,Male,HS_grad,No,Black/African American
258014,TOD-S + TOD,94901,75,Not Applicable / NOT IN SCHOOL,Female,Some College or associate's degree,No,White
252023,TOD-S + TOD,99344,19,College - Sophomore,Female,Bachelors degree or higher,No,White
208028,TOD-S + TOD,30045,25,Not Applicable / NOT IN SCHOOL,Male,HS_grad,Yes,American Indian/Alaska Native
208027,TOD-S + TOD,30045,40,Not Applicable / NOT IN SCHOOL,Female,HS_grad,Yes,Asian
248029,TOD-S + TOD,89166,21,College - Junior,Female,Some College or associate's degree,No,White
208025,TOD-S + TOD,30228,20,College - Sophomore,Female,Did not complete high school,No,Black/African American
208026,TOD-S + TOD,30043,17,11,Female,Bachelors degree or higher,No,Black/African American
261026,TOD-S + TOD,95955,14,7,Male,Some College or associate's degree,Yes,White
232007,TOD-S + TOD-E,91381,9,2,Female,Some College or associate's degree,No,White
232008,TOD-S + TOD,91381,10,5,Female,Some College or associate's degree,No,White
265015,TOD-S + TOD,48073,7,1,Female,Bachelors degree or higher,No,White
232006,TOD-S + TOD-E,91381,6,K,Female,Some College or associate's degree,No,White
232022,TOD-S + TOD,91381,12,6,Male,Some College or associate's degree,No,White
265013,TOD-S + TOD,48237,12,7,Male,Bachelors degree or higher,No,Black/African American
264023,TOD-S + TOD,37840,15,9,Male,Bachelors degree or higher,No,White
264022,TOD-S + TOD,37840,11,6,Male,Bachelors degree or higher,No,White
264021,TOD-S + TOD,37840,12,6,Male,Bachelors degree or higher,No,White
265012,TOD-S + TOD,48072,7,2,Female,Bachelors degree or higher,No,White
262014,TOD-S + TOD,47129,6,2,Male,Bachelors degree or higher,No,White
264039,TOD-S + TOD,37938,12,6,Male,Bachelors degree or higher,No,White
262016,TOD-S + TOD,47129,8,3,Female,Bachelors degree or higher,No,White
211021,TOD-S + TOD,64133,18,12,Male,Bachelors degree or higher,No,Other / Multiracial
211020,TOD-S + TOD,64133,15,9,Male,Bachelors degree or higher,No,White
211019,TOD-S + TOD,66061,50,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
211018,TOD-S + TOD,64064,16,10,Male,Bachelors degree or higher,No,White
211017,TOD-S + TOD,64138,15,9,Female,HS_grad,No,White
262022,TOD-S + TOD,40047,12,7,Male,Some College or associate's degree,No,White
252010,TOD-S + TOD,99344,10,4,Female,Some College or associate's degree,Yes,Other / Multiracial
252019,TOD-S + TOD,99344,16,10,Male,Bachelors degree or higher,No,White
205037,TOD-S + TOD,20854,15,10,Female,Bachelors degree or higher,No,White
212036,TOD-S + TOD,60423,42,Not Applicable / NOT IN SCHOOL,Male,HS_grad,No,Black/African American
256002,TOD-S + TOD,38401,9,3,Male,HS_grad,No,White
232030,TOD-S + TOD-E,93551,7,1,Female,Some College or associate's degree,Yes,White
232029,TOD-S + TOD,93551,10,4,Female,Some College or associate's degree,Yes,White
264038,TOD-S + TOD,37917,12,6,Female,Bachelors degree or higher,No,White
226038,TOD-S + TOD,46236,11,5,Male,Some College or associate's degree,No,White
226037,TOD-S + TOD,46236,10,4,Male,Bachelors degree or higher,No,Black/African American
226036,TOD-S + TOD,46256,10,5,Female,Some College or associate's degree,No,White
226035,TOD-S + TOD,46256,11,5,Female,Bachelors degree or higher,Yes,White
226034,TOD-S + TOD,46060,10,5,Male,Some College or associate's degree,No,White
246005,TOD-S + TOD,85648,16,10,Male,Some College or associate's degree,Yes,White
246004,TOD-S + TOD,85648,14,9,Male,Some College or associate's degree,Yes,White
212004,TOD-S + TOD,60620,9,3,Male,HS_grad,No,Black/African American
226033,TOD-S + TOD,46208,10,5,Male,Bachelors degree or higher,No,Black/African American
256001,TOD-S + TOD,37174,10,4,Male,Bachelors degree or higher,No,White
207013,TOD-S + TOD,60628,11,5,Female,HS_grad,No,Black/African American
246003,TOD-S + TOD,85648,12,8,Male,Some College or associate's degree,Yes,White
207012,TOD-S + TOD,60620,11,5,Male,Bachelors degree or higher,No,Other / Multiracial
230009,TOD-S + TOD,45434,17,12,Female,Bachelors degree or higher,No,White
230008,TOD-S + TOD,45434,14,8,Female,Bachelors degree or higher,No,White
230004,TOD-S + TOD,45342,14,9,Female,Some College or associate's degree,Yes,White
230015,TOD-S + TOD,45342,14,7,Male,HS_grad,No,White
208024,TOD-S + TOD,30045,10,5,Female,Some College or associate's degree,No,Black/African American
230001,TOD-S + TOD,45342,18,12,Female,HS_grad,No,White
208022,TOD-S + TOD,30309,10,4,Female,Bachelors degree or higher,No,Black/African American
230014,TOD-S + TOD,45342,17,11,Female,Some College or associate's degree,No,Black/African American
208021,TOD-S + TOD,30309,12,6,Female,Bachelors degree or higher,No,Black/African American
206011,TOD-S + TOD-E,1590,7,2,Female,Bachelors degree or higher,No,White
230016,TOD-S + TOD,45434,14,8,Female,Some College or associate's degree,No,Black/African American
230005,TOD-S + TOD,45342,14,9,Female,Bachelors degree or higher,No,White
230006,TOD-S + TOD,43210,16,11,Male,Bachelors degree or higher,No,White
230011,TOD-S + TOD,43210,14,8,Female,HS_grad,No,White
230013,TOD-S + TOD,45434,16,10,Male,Bachelors degree or higher,No,White
230012,TOD-S + TOD,43210,14,9,Female,Bachelors degree or higher,No,White
230003,TOD-S + TOD,43210,17,11,Female,HS_grad,No,White
230007,TOD-S + TOD,45434,16,11,Female,HS_grad,No,White
230010,TOD-S + TOD,45434,48,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
226031,TOD-S + TOD,46220,10,4,Male,Bachelors degree or higher,No,White
226030,TOD-S + TOD,46226,10,4,Male,Bachelors degree or higher,No,White
226029,TOD-S + TOD,46226,10,4,Female,HS_grad,Yes,White
226028,TOD-S + TOD,46226,9,4,Male,Some College or associate's degree,No,White
226027,TOD-S + TOD,46220,9,4,Female,Some College or associate's degree,No,White
226026,TOD-S + TOD,46205,10,4,Female,Bachelors degree or higher,No,White
226024,TOD-S + TOD,46226,12,6,Male,Some College or associate's degree,No,Black/African American
218015,TOD-S + TOD,80521,20,College - Junior,Female,Some College or associate's degree,Yes,White
226023,TOD-S + TOD,46250,12,6,Female,Some College or associate's degree,Yes,White
226022,TOD-S + TOD,46236,13,8,Female,Bachelors degree or higher,No,Black/African American
226021,TOD-S + TOD,46226,14,8,Male,Bachelors degree or higher,No,White
226020,TOD-S + TOD,46220,14,8,Female,Some College or associate's degree,No,White
226019,TOD-S + TOD,46239,9,3,Male,Bachelors degree or higher,No,Black/African American
248016,TOD-S + TOD,89134,18,12,Female,Bachelors degree or higher,No,Other / Multiracial
226032,TOD-S + TOD,46037,9,3,Female,Bachelors degree or higher,No,White
226010,TOD-S + TOD-E,46260,5,K,Female,Bachelors degree or higher,No,Other / Multiracial
210010,TOD-S + TOD,78504,14,8,Female,Bachelors degree or higher,Yes,White
226006,TOD-S + TOD-E,46220,5,K,Female,Bachelors degree or higher,Yes,White
226001,TOD-S + TOD-E,46220,5,K,Male,Some College or associate's degree,No,White
205034,TOD-S + TOD,20878,44,Not Applicable / NOT IN SCHOOL,Female,Some College or associate's degree,No,White
205024,TOD-S + TOD,20878,31,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,Yes,White
261023,TOD-S + TOD,95955,11,6,Female,Some College or associate's degree,No,White
248007,TOD-S + TOD,89142,9,2,Male,Bachelors degree or higher,No,White
246002,TOD-S + TOD,85621,12,6,Female,HS_grad,Yes,White
265010,TOD-S + TOD,48070,11,6,Female,Bachelors degree or higher,No,White
253040,TOD-S + TOD,82801,8,3,Female,Bachelors degree or higher,No,White
264037,TOD-S + TOD,37909,14,7,Male,Some College or associate's degree,No,Other / Multiracial
246001,TOD-S + TOD,85621,11,5,Male,HS_grad,Yes,White
253039,TOD-S + TOD,82801,7,1,Female,Bachelors degree or higher,No,White
212034,TOD-S + TOD,60619,29,Not Applicable / NOT IN SCHOOL,Male,Did not complete high school,No,Black/African American
253038,TOD-S + TOD,82801,12,7,Female,Bachelors degree or higher,No,White
212010,TOD-S + TOD,60620,13,8,Female,Did not complete high school,No,Black/African American
264036,TOD-S + TOD,37909,12,6,Female,Bachelors degree or higher,No,White
264035,TOD-S + TOD,37909,14,8,Male,Bachelors degree or higher,No,White
264034,TOD-S + TOD,37909,15,9,Male,Bachelors degree or higher,No,White
262021,TOD-S + TOD,40220,14,9,Male,HS_grad,No,White
258013,TOD-S + TOD,94020,51,Not Applicable / NOT IN SCHOOL,Female,HS_grad,No,White
210012,TOD-S + TOD,78573,17,11,Male,Bachelors degree or higher,Yes,White
210011,TOD-S + TOD,78573,15,9,Female,Bachelors degree or higher,Yes,White
210009,TOD-S + TOD,78504,8,2,Male,Bachelors degree or higher,Yes,White
210008,TOD-S + TOD,78504,8,2,Female,Bachelors degree or higher,Yes,White
212040,TOD-S + TOD,60651,47,Not Applicable / NOT IN SCHOOL,Male,HS_grad,No,Black/African American
206017,TOD-S + TOD,1527,35,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
206004,TOD-S + TOD,1527,12,6,Male,Bachelors degree or higher,No,White
253037,TOD-S + TOD,82801,11,6,Male,Some College or associate's degree,No,White
211016,TOD-S + TOD,64133,9,3,Female,HS_grad,No,White
211015,TOD-S + TOD,64015,47,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
211014,TOD-S + TOD,64015,11,5,Female,Bachelors degree or higher,No,White
211013,TOD-S + TOD,64133,62,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
211012,TOD-S + TOD,64133,35,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
211011,TOD-S + TOD-E,64133,7,1,Male,Bachelors degree or higher,No,Black/African American
211008,TOD-S + TOD-E,64133,6,K,Male,Bachelors degree or higher,No,White
211010,TOD-S + TOD,64133,11,5,Male,Bachelors degree or higher,No,Black/African American
211009,TOD-S + TOD,64064,16,10,Male,Bachelors degree or higher,No,White
211007,TOD-S + TOD,64133,7,2,Male,Bachelors degree or higher,No,White
211006,TOD-S + TOD,64133,14,8,Male,Bachelors degree or higher,No,White
258012,TOD-S + TOD,94020,55,Not Applicable / NOT IN SCHOOL,Male,Some College or associate's degree,No,White
205031,TOD-S + TOD,20850,14,8,Male,Bachelors degree or higher,No,White
262013,TOD-S + TOD,47129,12,6,Male,Bachelors degree or higher,No,White
261022,TOD-S + TOD,95988,11,6,Male,Bachelors degree or higher,No,White
253036,TOD-S + TOD,82801,7,2,Female,Bachelors degree or higher,No,White
253035,TOD-S + TOD,82801,13,8,Male,Bachelors degree or higher,No,White
241029,TOD-S + TOD-E,48176,6,K,Female,Bachelors degree or higher,No,White
212039,TOD-S + TOD,60643,47,Not Applicable / NOT IN SCHOOL,Male,HS_grad,No,Black/African American
259015,TOD-S + TOD,30350,9,3,Male,HS_grad,Yes,White
259014,TOD-S + TOD,30044,8,2,Female,Bachelors degree or higher,No,Black/African American
259011,TOD-S + TOD,30328,18,12,Female,Bachelors degree or higher,No,White
248026,TOD-S + TOD,89147,21,College - Sophomore,Female,Some College or associate's degree,No,White
248031,TOD-S + TOD,79911,17,11,Female,Some College or associate's degree,No,White
248030,TOD-S + TOD,79911,15,9,Male,Some College or associate's degree,No,White
246009,TOD-S + TOD,85750,8,3,Male,Bachelors degree or higher,No,White
214047,TOD-S + TOD,76712,45,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,Yes,Other / Multiracial
214046,TOD-S + TOD-E,76712,8,2,Male,Bachelors degree or higher,Yes,Other / Multiracial
214045,TOD-S + TOD,76712,32,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,Yes,Other / Multiracial
214044,TOD-S + TOD,76712,12,6,Female,Bachelors degree or higher,No,Asian
214043,TOD-S + TOD,76712,47,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
214042,TOD-S + TOD,76712,55,Not Applicable / NOT IN SCHOOL,Male,Bachelors degree or higher,No,White
214041,TOD-S + TOD,76712,8,3,Male,Bachelors degree or higher,No,Asian
209015,TOD-S + TOD,85718,14,9,Female,Bachelors degree or higher,No,White
265009,TOD-S + TOD,48072,11,6,Male,Bachelors degree or higher,No,White
241028,TOD-S + TOD,48160,8,2,Male,Bachelors degree or higher,No,White
241027,TOD-S + TOD-E,48160,6,K,Male,Bachelors degree or higher,No,White
218019,TOD-S + TOD,80634,37,Not Applicable / NOT IN SCHOOL,Female,Some College or associate's degree,No,White
218012,TOD-S + TOD,80634,16,11,Male,HS_grad,No,White
218006,TOD-S + TOD,80634,11,5,Male,Some College or associate's degree,No,White
232024,TOD-S + TOD,91354,12,6,Male,Bachelors degree or higher,No,White
232023,TOD-S + TOD,91354,9,3,Female,Bachelors degree or higher,No,White
253034,TOD-S + TOD,82801,9,4,Male,Some College or associate's degree,No,White
205029,TOD-S + TOD-E,20878,5,K,Female,Bachelors degree or higher,No,White
253033,TOD-S + TOD,82801,7,2,Female,Some College or associate's degree,No,White
208014,TOD-S + TOD-E,30045,5,K,Male,Bachelors degree or higher,Yes,American Indian/Alaska Native
261021,TOD-S + TOD,95932,17,12,Female,Some College or associate's degree,Yes,White
261020,TOD-S + TOD,95932,15,10,Female,Some College or associate's degree,Yes,White
261019,TOD-S + TOD,95988,12,6,Male,Some College or associate's degree,Yes,Native Hawaiian/Pacific Islander
209014,TOD-S + TOD,85718,69,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
253032,TOD-S + TOD,82801,5,1,Female,Some College or associate's degree,No,White
240007,TOD-S + TOD,74563,10,3,Female,Bachelors degree or higher,No,American Indian/Alaska Native
253031,TOD-S + TOD,82801,8,3,Female,Some College or associate's degree,No,White
232044,TOD-S + TOD,91386,63,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
264033,TOD-S + TOD,37920,14,8,Female,Bachelors degree or higher,No,White
264032,TOD-S + TOD,37920,13,7,Male,Bachelors degree or higher,No,White
207011,TOD-S + TOD,60628,10,4,Female,HS_grad,No,Black/African American
204015,TOD-S + TOD,39503,31,Not Applicable / NOT IN SCHOOL,Female,Some College or associate's degree,Yes,White
243014,TOD-S + TOD,40216,12,5,Male,Bachelors degree or higher,No,White
227017,TOD-S + TOD,49301,17,12,Female,Bachelors degree or higher,No,White
243005,TOD-S + TOD,40207,10,4,Female,Bachelors degree or higher,No,White
253029,TOD-S + TOD,82801,9,4,Female,Some College or associate's degree,No,White
212032,TOD-S + TOD,60619,28,Not Applicable / NOT IN SCHOOL,Female,HS_grad,No,Black/African American
258011,TOD-S + TOD,94014,21,12,Male,HS_grad,No,Black/African American
209013,TOD-S + TOD,85718,64,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
208017,TOD-S + TOD,30034,13,8,Male,Bachelors degree or higher,Yes,Black/African American
246008,TOD-S + TOD,85730,7,2,Male,Some College or associate's degree,Yes,White
201050,TOD-S + TOD,27021,39,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
223022,TOD-S + TOD,78538,8,2,Male,Did not complete high school,Yes,White
222029,TOD-S + TOD-E,37923,8,2,Female,Bachelors degree or higher,No,White
222028,TOD-S + TOD,37923,10,4,Female,Bachelors degree or higher,No,White
224012,TOD-S + TOD,53703,22,College - Senior,Female,Bachelors degree or higher,No,White
261018,TOD-S + TOD,95988,16,10,Female,Some College or associate's degree,Yes,Native Hawaiian/Pacific Islander
253028,TOD-S + TOD,82801,10,5,Female,Bachelors degree or higher,No,White
252002,TOD-S + TOD,99344,11,5,Male,Bachelors degree or higher,Yes,Other / Multiracial
262011,TOD-S + TOD,47129,11,7,Male,Bachelors degree or higher,No,White
261016,TOD-S + TOD,95955,11,5,Male,Bachelors degree or higher,Yes,White
262015,TOD-S + TOD,47129,9,5,Male,Bachelors degree or higher,No,White
262012,TOD-S + TOD,47129,13,7,Male,Bachelors degree or higher,No,White
261017,TOD-S + TOD,95955,8,2,Male,Some College or associate's degree,Yes,White
264031,TOD-S + TOD,37803,18,Not Applicable / NOT IN SCHOOL,Female,HS_grad,No,White
262018,TOD-S + TOD,40220,12,7,Male,Bachelors degree or higher,No,Other / Multiracial
262017,TOD-S + TOD,40220,14,9,Male,Bachelors degree or higher,No,Other / Multiracial
264030,TOD-S + TOD,37803,15,10,Female,Bachelors degree or higher,No,White
264029,TOD-S + TOD,37803,20,Not Applicable / NOT IN SCHOOL,Female,HS_grad,No,White
264028,TOD-S + TOD,37932,13,9,Male,Bachelors degree or higher,No,White
262020,TOD-S + TOD,40220,7,2,Female,Bachelors degree or higher,No,Other / Multiracial
262019,TOD-S + TOD,40220,10,4,Male,Bachelors degree or higher,No,Other / Multiracial
204004,TOD-S + TOD,39532,9,3,Male,Bachelors degree or higher,No,White
253027,TOD-S + TOD,82801,11,6,Male,Some College or associate's degree,No,White
205033,TOD-S + TOD,20878,20,College - Sophomore,Female,Some College or associate's degree,No,White
253026,TOD-S + TOD,82801,8,3,Female,Some College or associate's degree,No,White
201049,TOD-S + TOD,27041,18,College - Freshman,Male,Bachelors degree or higher,No,White
258010,TOD-S + TOD,94903,51,Not Applicable / NOT IN SCHOOL,Female,Some College or associate's degree,No,White
213002,TOD-S + TOD,90501,16,11,Female,Bachelors degree or higher,Yes,Other / Multiracial
213001,TOD-S + TOD-E,90501,7,1,Female,Bachelors degree or higher,Yes,Other / Multiracial
213006,TOD-S + TOD,90277,36,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,Yes,Other / Multiracial
261012,TOD-S + TOD,95988,12,7,Male,Some College or associate's degree,No,White
232012,TOD-S + TOD,91354,15,9,Female,Bachelors degree or higher,Yes,Other / Multiracial
246007,TOD-S + TOD,85735,9,4,Female,Some College or associate's degree,Yes,White
246006,TOD-S + TOD,85735,12,6,Male,Some College or associate's degree,Yes,White
253024,TOD-S + TOD,82801,12,7,Male,Some College or associate's degree,No,White
261015,TOD-S + TOD,95988,18,12,Male,Some College or associate's degree,Yes,Native Hawaiian/Pacific Islander
259012,TOD-S + TOD,30022,12,8,Female,Bachelors degree or higher,No,Asian
259013,TOD-S + TOD,30022,12,6,Female,Bachelors degree or higher,Yes,White
261014,TOD-S + TOD,95955,14,8,Male,HS_grad,No,White
261013,TOD-S + TOD,95955,10,5,Male,HS_grad,No,White
253023,TOD-S + TOD,82801,8,2,Female,Some College or associate's degree,No,White
253025,TOD-S + TOD,82801,15,10,Female,Some College or associate's degree,No,White
236047,TOD-S + TOD,53142,6,1,Female,Bachelors degree or higher,No,White
236044,TOD-S + TOD,53142,8,2,Female,Bachelors degree or higher,No,White
265006,TOD-S + TOD,48071,11,6,Male,Bachelors degree or higher,No,White
222027,TOD-S + TOD-E,37919,6,1,Female,Bachelors degree or higher,No,Black/African American
214020,TOD-S + TOD,76712,37,Not Applicable / NOT IN SCHOOL,Female,Bachelors degree or higher,No,White
268003,TOD-S + TOD,66044,22,College - Junior,Male,Some College or associate's degree,No,White
260016,TOD-S + TOD,19701,8,2,Male,Some College or associate's degree,No,White
253022,TOD-S + TOD,82801,13,8,Male,Bachelors degree or higher,No,White
264027,TOD-S + TOD,37918,12,6,Female,Some College or associate's degree,No,White
264026,TOD-S + TOD,37914,13,7,Female,Bachelors degree or higher,Yes,Other / Multiracial
264025,TOD-S + TOD,37932,13,7,Female,Bachelors degree or higher,No,White
264024,TOD-S + TOD,37932,16,10,Male,Bachelors degree or higher,No,White
241024,TOD-S + TOD,48111,8,3,Male,Bachelors degree or higher,No,White
241025,TOD-S + TOD-E,48111,6,K,Male,Bachelors degree or higher,No,White
261011,TOD-S + TOD,95955,13,8,Male,Bachelors degree or higher,No,White
261010,TOD-S + TOD,95955,8,2,Male,Some College or associate's degree,No,White
253021,TOD-S + TOD,82835,8,3,Male,Bachelors degree or higher,No,White
231003,TOD-S + TOD-E,39401,6,K,Female,Bachelors degree or higher,No,White
253020,TOD-S + TOD,82835,12,7,Female,Bachelors degree or higher,No,White
204012,TOD-S + TOD,39571,11,5,Male,Bachelors degree or higher,Yes,Black/African American
204011,TOD-S + TOD,39571,12,6,Male,Bachelors degree or higher,Yes,Black/African American
204010,TOD-S + TOD,39571,14,9,Male,Bachelors degree or higher,Yes,Black/African American
253019,TOD-S + TOD,82832,13,8,Female,Bachelors degree or higher,No,White
265007,TOD-S + TOD,48072,12,7,Male,Bachelors degree or higher,No,White
221019,TOD-S + TOD,13203,18,12,Female,HS_grad,No,Black/African American
258009,TOD-S + TOD,95013,54,College - Freshman,Male,Some College or associate's degree,No,Black/African American
