norm_group,score,raw,ss,CI90,CI95,percentile,desc_range,risk
grade,eddiw,435,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,436,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,437,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,438,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,439,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,440,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,441,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,442,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,443,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,444,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,445,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,446,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,447,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,448,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,449,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,450,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,451,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,452,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,453,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,454,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,455,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,456,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,457,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,458,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,459,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,460,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,461,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,462,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,463,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,464,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,465,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,466,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,467,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,468,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,469,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,470,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,471,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,472,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,473,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,474,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,475,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,476,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,477,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,478,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,479,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,480,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,481,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,482,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,483,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,484,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,485,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,486,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,487,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,488,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,489,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,490,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,491,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,492,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,493,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,494,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,495,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,496,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,497,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,498,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,499,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,500,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,501,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,502,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,503,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,504,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,505,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,506,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,507,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,508,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,509,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,510,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,511,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,512,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,513,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,514,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,515,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,516,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,517,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,518,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,519,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,520,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,521,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,522,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,523,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,524,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,525,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,526,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,527,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,528,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,529,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,530,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,531,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,532,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,533,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,534,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,535,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,536,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,537,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,538,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,539,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,540,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,541,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,542,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,543,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,544,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,545,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,546,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,547,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,548,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,549,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,550,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,551,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,552,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,553,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,554,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,555,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,556,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,557,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,558,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,559,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,560,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,561,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,562,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,563,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,564,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,565,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,566,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,567,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,568,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,569,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,570,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,571,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,572,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,573,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,574,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,575,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,576,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,577,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,578,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,579,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,580,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,581,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,582,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,583,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,584,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,585,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,586,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,587,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,588,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,589,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,590,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,591,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,592,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,593,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,594,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,595,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,596,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,597,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,598,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,599,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,600,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,601,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,602,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,603,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,604,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,605,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,606,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,607,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,608,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,609,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,610,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,611,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,612,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,613,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,614,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,615,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,616,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,617,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,618,59,56 - 62,55 - 63,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,619,68,65 - 71,64 - 72,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,620,68,65 - 71,64 - 72,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,621,68,65 - 71,64 - 72,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,622,68,65 - 71,64 - 72,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,623,69,66 - 72,65 - 73,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,624,69,66 - 72,65 - 73,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,625,69,66 - 72,65 - 73,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,626,69,66 - 72,65 - 73,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,627,69,66 - 72,65 - 73,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,628,69,66 - 72,65 - 73,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,629,69,66 - 72,65 - 73,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,630,69,66 - 72,65 - 73,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,631,69,66 - 72,65 - 73,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,632,69,66 - 72,65 - 73,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,eddiw,633,70,67 - 73,66 - 74,2,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,634,70,67 - 73,66 - 74,2,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,635,70,67 - 73,66 - 74,2,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,636,71,68 - 74,67 - 75,3,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,637,71,68 - 74,67 - 75,3,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,638,71,68 - 74,67 - 75,3,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,639,71,68 - 74,67 - 75,3,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,640,71,68 - 74,67 - 75,3,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,641,72,69 - 75,68 - 76,3,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,642,72,69 - 75,68 - 76,3,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,643,72,69 - 75,68 - 76,3,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,644,72,69 - 75,68 - 76,3,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,645,72,69 - 75,68 - 76,3,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,646,72,69 - 75,68 - 76,3,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,647,73,70 - 76,69 - 77,4,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,648,73,70 - 76,69 - 77,4,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,649,73,70 - 76,69 - 77,4,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,650,73,70 - 76,69 - 77,4,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,651,73,70 - 76,69 - 77,4,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,652,73,70 - 76,69 - 77,4,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,653,74,71 - 77,70 - 78,4,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,654,74,71 - 77,70 - 78,4,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,655,74,71 - 77,70 - 78,4,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,656,74,71 - 77,70 - 78,4,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,657,74,71 - 77,70 - 78,4,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,658,74,71 - 77,70 - 78,4,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,659,75,72 - 78,71 - 79,5,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,660,75,72 - 78,71 - 79,5,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,661,75,72 - 78,71 - 79,5,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,662,75,72 - 78,71 - 79,5,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,663,75,72 - 78,71 - 79,5,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,664,75,72 - 78,71 - 79,5,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,665,76,73 - 79,72 - 80,5,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,666,76,73 - 79,72 - 80,5,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,667,76,73 - 79,72 - 80,5,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,668,76,73 - 79,72 - 80,5,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,669,76,73 - 79,72 - 80,5,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,670,76,73 - 79,72 - 80,5,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,671,77,74 - 80,73 - 81,6,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,672,77,74 - 80,73 - 81,6,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,673,77,74 - 80,73 - 81,6,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,674,77,74 - 80,73 - 81,6,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,675,77,74 - 80,73 - 81,6,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,676,77,74 - 80,73 - 81,6,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,677,77,74 - 80,73 - 81,6,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,678,77,74 - 80,73 - 81,6,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,679,77,74 - 80,73 - 81,6,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,680,78,75 - 81,74 - 82,7,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,681,78,75 - 81,74 - 82,7,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,682,78,75 - 81,74 - 82,7,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,683,79,76 - 82,75 - 83,8,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,684,79,76 - 82,75 - 83,8,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,685,79,76 - 82,75 - 83,8,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,686,79,76 - 82,75 - 83,8,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,687,79,76 - 82,75 - 83,8,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,688,79,76 - 82,75 - 83,8,Well Below Average,Very High Probability of Dyslexia
grade,eddiw,689,80,77 - 83,76 - 84,9,Below Average,High Probability of Dyslexia
grade,eddiw,690,80,77 - 83,76 - 84,9,Below Average,High Probability of Dyslexia
grade,eddiw,691,80,77 - 83,76 - 84,9,Below Average,High Probability of Dyslexia
grade,eddiw,692,80,77 - 83,76 - 84,9,Below Average,High Probability of Dyslexia
grade,eddiw,693,80,77 - 83,76 - 84,9,Below Average,High Probability of Dyslexia
grade,eddiw,694,80,77 - 83,76 - 84,9,Below Average,High Probability of Dyslexia
grade,eddiw,695,80,77 - 83,76 - 84,9,Below Average,High Probability of Dyslexia
grade,eddiw,696,80,77 - 83,76 - 84,9,Below Average,High Probability of Dyslexia
grade,eddiw,697,80,77 - 83,76 - 84,9,Below Average,High Probability of Dyslexia
grade,eddiw,698,81,78 - 84,77 - 85,10,Below Average,High Probability of Dyslexia
grade,eddiw,699,81,78 - 84,77 - 85,10,Below Average,High Probability of Dyslexia
grade,eddiw,700,81,78 - 84,77 - 85,10,Below Average,High Probability of Dyslexia
grade,eddiw,701,82,79 - 85,78 - 86,12,Below Average,High Probability of Dyslexia
grade,eddiw,702,82,79 - 85,78 - 86,12,Below Average,High Probability of Dyslexia
grade,eddiw,703,82,79 - 85,78 - 86,12,Below Average,High Probability of Dyslexia
grade,eddiw,704,82,79 - 85,78 - 86,12,Below Average,High Probability of Dyslexia
grade,eddiw,705,82,79 - 85,78 - 86,12,Below Average,High Probability of Dyslexia
grade,eddiw,706,82,79 - 85,78 - 86,12,Below Average,High Probability of Dyslexia
grade,eddiw,707,82,79 - 85,78 - 86,12,Below Average,High Probability of Dyslexia
grade,eddiw,708,82,79 - 85,78 - 86,12,Below Average,High Probability of Dyslexia
