test,agemon_min,agemon_max,raw,ss,CI90,CI95,percentile,age_equiv,desc_range
ernle,64,67,0,64,55 - 73,53 - 75,1,< start age,Significantly Below Average
ernle,64,67,1,65,56 - 74,54 - 76,1,< start age,Significantly Below Average
ernle,64,67,2,66,57 - 75,55 - 77,1,< start age,Significantly Below Average
ernle,64,67,3,67,58 - 76,56 - 78,1,< start age,Significantly Below Average
ernle,64,67,4,67,58 - 76,56 - 78,1,< start age,Significantly Below Average
ernle,64,67,5,68,59 - 77,57 - 79,2,< start age,Significantly Below Average
ernle,64,67,6,69,60 - 78,58 - 80,2,< start age,Significantly Below Average
ernle,64,67,7,70,61 - 79,59 - 81,2,< start age,Well Below Average
ernle,64,67,8,71,62 - 80,60 - 82,3,< start age,Well Below Average
ernle,64,67,9,72,63 - 81,61 - 83,3,< start age,Well Below Average
ernle,64,67,10,72,63 - 81,61 - 83,3,< start age,Well Below Average
ernle,64,67,11,73,64 - 82,62 - 84,4,< start age,Well Below Average
ernle,64,67,12,74,65 - 83,63 - 85,4,< start age,Well Below Average
ernle,64,67,13,75,66 - 84,64 - 86,5,< start age,Well Below Average
ernle,64,67,14,76,67 - 85,65 - 87,5,< start age,Well Below Average
ernle,64,67,15,77,68 - 86,66 - 88,6,< start age,Well Below Average
ernle,64,67,16,77,68 - 86,66 - 88,6,< start age,Well Below Average
ernle,64,67,17,78,69 - 87,67 - 89,7,< start age,Well Below Average
ernle,64,67,18,79,70 - 88,68 - 90,8,< start age,Well Below Average
ernle,64,67,19,80,71 - 89,69 - 91,9,< start age,Below Average
ernle,64,67,20,81,72 - 90,70 - 92,10,< start age,Below Average
ernle,64,67,21,82,73 - 91,71 - 93,12,< start age,Below Average
ernle,64,67,22,83,74 - 92,72 - 94,13,< start age,Below Average
ernle,64,67,23,83,74 - 92,72 - 94,13,< start age,Below Average
ernle,64,67,24,84,75 - 93,73 - 95,14,< start age,Below Average
ernle,64,67,25,85,76 - 94,74 - 96,16,< start age,Below Average
ernle,64,67,26,86,77 - 95,75 - 97,18,< start age,Below Average
ernle,64,67,27,87,78 - 96,76 - 98,19,< start age,Below Average
ernle,64,67,28,87,78 - 96,76 - 98,19,< start age,Below Average
ernle,64,67,29,88,79 - 97,77 - 99,21,< start age,Below Average
ernle,64,67,30,89,80 - 98,78 - 100,23,< start age,Below Average
ernle,64,67,31,90,81 - 99,79 - 101,25,< start age,Average
ernle,64,67,32,91,82 - 100,80 - 102,27,< start age,Average
ernle,64,67,33,92,83 - 101,81 - 103,30,5:0 to 5:3,Average
ernle,64,67,34,92,83 - 101,81 - 103,30,5:0 to 5:3,Average
ernle,64,67,35,93,84 - 102,82 - 104,32,5:0 to 5:3,Average
ernle,64,67,36,94,85 - 103,83 - 105,34,5:0 to 5:3,Average
ernle,64,67,37,95,86 - 104,84 - 106,37,5:0 to 5:3,Average
ernle,64,67,38,96,87 - 105,85 - 107,39,5:0 to 5:3,Average
ernle,64,67,39,97,88 - 106,86 - 108,42,5:0 to 5:3,Average
ernle,64,67,40,97,88 - 106,86 - 108,42,5:0 to 5:3,Average
ernle,64,67,41,98,89 - 107,87 - 109,45,5:4 to 5:7,Average
ernle,64,67,42,99,90 - 108,88 - 110,47,5:4 to 5:7,Average
ernle,64,67,43,100,91 - 109,89 - 111,50,5:4 to 5:7,Average
ernle,64,67,44,101,92 - 110,90 - 112,53,5:4 to 5:7,Average
ernle,64,67,45,102,93 - 111,91 - 113,55,5:8 to 5:11,Average
ernle,64,67,46,102,93 - 111,91 - 113,55,5:8 to 5:11,Average
ernle,64,67,47,103,94 - 112,92 - 114,58,5:8 to 5:11,Average
ernle,64,67,48,104,95 - 113,93 - 115,61,5:8 to 5:11,Average
ernle,64,67,49,105,96 - 114,94 - 116,63,5:8 to 5:11,Average
ernle,64,67,50,106,97 - 115,95 - 117,66,5:8 to 5:11,Average
ernle,64,67,51,107,98 - 116,96 - 118,68,6:0 to 6:5,Average
ernle,64,67,52,107,98 - 116,96 - 118,68,6:0 to 6:5,Average
ernle,64,67,53,108,99 - 117,97 - 119,70,6:0 to 6:5,Average
ernle,64,67,54,109,100 - 118,98 - 120,73,6:0 to 6:5,Average
ernle,64,67,55,110,101 - 119,99 - 121,75,6:0 to 6:5,Above Average
ernle,64,67,56,111,102 - 120,100 - 122,77,6:0 to 6:5,Above Average
ernle,64,67,57,112,103 - 121,101 - 123,79,6:6 to 6:11,Above Average
ernle,64,67,58,113,104 - 122,102 - 124,81,6:6 to 6:11,Above Average
ernle,64,67,59,113,104 - 122,102 - 124,81,6:6 to 6:11,Above Average
ernle,64,67,60,114,105 - 123,103 - 125,82,6:6 to 6:11,Above Average
ernle,64,67,61,115,106 - 124,104 - 126,84,6:6 to 6:11,Above Average
ernle,64,67,62,116,107 - 125,105 - 127,86,6:6 to 6:11,Above Average
ernle,64,67,63,117,108 - 126,106 - 128,87,6:6 to 6:11,Above Average
ernle,64,67,64,118,109 - 127,107 - 129,88,6:6 to 6:11,Above Average
ernle,64,67,65,119,110 - 128,108 - 130,90,6:6 to 6:11,Above Average
ernle,64,67,66,119,110 - 128,108 - 130,90,7:0 to 7:5,Above Average
ernle,64,67,67,120,111 - 129,109 - 130,91,7:0 to 7:5,Well Above Average
ernle,64,67,68,121,112 - 130,110 - 130,92,7:0 to 7:5,Well Above Average
ernle,64,67,69,122,113 - 130,111 - 130,93,7:0 to 7:5,Well Above Average
ernle,64,67,70,123,114 - 130,112 - 130,94,7:0 to 7:5,Well Above Average
ernle,64,67,71,124,115 - 130,113 - 130,95,7:0 to 7:5,Well Above Average
ernle,64,67,72,125,116 - 130,114 - 130,95,7:0 to 7:5,Well Above Average
ernle,64,67,73,125,116 - 130,114 - 130,95,7:0 to 7:5,Well Above Average
ernle,64,67,74,126,117 - 130,115 - 130,96,7:6 to 7:11,Well Above Average
ernle,64,67,75,127,118 - 130,116 - 130,96,7:6 to 7:11,Well Above Average
ernle,64,67,76,128,119 - 130,117 - 130,97,7:6 to 7:11,Well Above Average
ernle,64,67,77,129,120 - 130,118 - 130,97,7:6 to 7:11,Well Above Average
ernle,64,67,78,130,121 - 130,119 - 130,98,7:6 to 7:11,Well Above Average
ernle,64,67,79,130,121 - 130,119 - 130,98,7:6 to 7:11,Well Above Average
ernle,64,67,80,130,121 - 130,119 - 130,98,8:0 to 8:5,Well Above Average
ernle,64,67,81,130,121 - 130,119 - 130,98,8:0 to 8:5,Well Above Average
ernle,64,67,82,130,121 - 130,119 - 130,98,8:0 to 8:5,Well Above Average
ernle,64,67,83,130,121 - 130,119 - 130,98,8:0 to 8:5,Well Above Average
ernle,64,67,84,130,121 - 130,119 - 130,98,8:0 to 8:5,Well Above Average
ernle,64,67,85,130,121 - 130,119 - 130,98,8:0 to 8:5,Well Above Average
ernle,64,67,86,130,121 - 130,119 - 130,98,8:0 to 8:5,Well Above Average
ernle,64,67,87,130,121 - 130,119 - 130,98,8:0 to 8:5,Well Above Average
ernle,64,67,88,130,121 - 130,119 - 130,98,8:0 to 8:5,Well Above Average
ernle,64,67,89,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,64,67,90,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,64,67,91,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,64,67,92,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,64,67,93,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,64,67,94,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,64,67,95,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,64,67,96,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,64,67,97,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,64,67,98,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,64,67,99,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,64,67,100,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,64,67,101,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,64,67,102,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,64,67,103,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,64,67,104,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,64,67,105,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,64,67,106,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,64,67,107,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,64,67,108,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,64,67,109,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,64,67,110,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,64,67,111,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,64,67,112,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,64,67,113,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,64,67,114,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,64,67,115,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,64,67,116,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,64,67,117,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,64,67,118,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,64,67,119,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,64,67,120,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,68,71,0,62,53 - 71,51 - 73,1,< start age,Significantly Below Average
ernle,68,71,1,63,54 - 72,52 - 74,1,< start age,Significantly Below Average
ernle,68,71,2,64,55 - 73,53 - 75,1,< start age,Significantly Below Average
ernle,68,71,3,64,55 - 73,53 - 75,1,< start age,Significantly Below Average
ernle,68,71,4,65,56 - 74,54 - 76,1,< start age,Significantly Below Average
ernle,68,71,5,66,57 - 75,55 - 77,1,< start age,Significantly Below Average
ernle,68,71,6,67,58 - 76,56 - 78,1,< start age,Significantly Below Average
ernle,68,71,7,68,59 - 77,57 - 79,2,< start age,Significantly Below Average
ernle,68,71,8,68,59 - 77,57 - 79,2,< start age,Significantly Below Average
ernle,68,71,9,69,60 - 78,58 - 80,2,< start age,Significantly Below Average
ernle,68,71,10,70,61 - 79,59 - 81,2,< start age,Well Below Average
ernle,68,71,11,71,62 - 80,60 - 82,3,< start age,Well Below Average
ernle,68,71,12,72,63 - 81,61 - 83,3,< start age,Well Below Average
ernle,68,71,13,72,63 - 81,61 - 83,3,< start age,Well Below Average
ernle,68,71,14,73,64 - 82,62 - 84,4,< start age,Well Below Average
ernle,68,71,15,74,65 - 83,63 - 85,4,< start age,Well Below Average
ernle,68,71,16,75,66 - 84,64 - 86,5,< start age,Well Below Average
ernle,68,71,17,76,67 - 85,65 - 87,5,< start age,Well Below Average
ernle,68,71,18,76,67 - 85,65 - 87,5,< start age,Well Below Average
ernle,68,71,19,77,68 - 86,66 - 88,6,< start age,Well Below Average
ernle,68,71,20,78,69 - 87,67 - 89,7,< start age,Well Below Average
ernle,68,71,21,79,70 - 88,68 - 90,8,< start age,Well Below Average
ernle,68,71,22,80,71 - 89,69 - 91,9,< start age,Below Average
ernle,68,71,23,80,71 - 89,69 - 91,9,< start age,Below Average
ernle,68,71,24,81,72 - 90,70 - 92,10,< start age,Below Average
ernle,68,71,25,82,73 - 91,71 - 93,12,< start age,Below Average
ernle,68,71,26,83,74 - 92,72 - 94,13,< start age,Below Average
ernle,68,71,27,84,75 - 93,73 - 95,14,< start age,Below Average
ernle,68,71,28,84,75 - 93,73 - 95,14,< start age,Below Average
ernle,68,71,29,85,76 - 94,74 - 96,16,< start age,Below Average
ernle,68,71,30,86,77 - 95,75 - 97,18,< start age,Below Average
ernle,68,71,31,87,78 - 96,76 - 98,19,< start age,Below Average
ernle,68,71,32,88,79 - 97,77 - 99,21,< start age,Below Average
ernle,68,71,33,88,79 - 97,77 - 99,21,5:0 to 5:3,Below Average
ernle,68,71,34,89,80 - 98,78 - 100,23,5:0 to 5:3,Below Average
ernle,68,71,35,90,81 - 99,79 - 101,25,5:0 to 5:3,Average
ernle,68,71,36,91,82 - 100,80 - 102,27,5:0 to 5:3,Average
ernle,68,71,37,92,83 - 101,81 - 103,30,5:0 to 5:3,Average
ernle,68,71,38,92,83 - 101,81 - 103,30,5:0 to 5:3,Average
ernle,68,71,39,93,84 - 102,82 - 104,32,5:0 to 5:3,Average
ernle,68,71,40,94,85 - 103,83 - 105,34,5:0 to 5:3,Average
ernle,68,71,41,95,86 - 104,84 - 106,37,5:4 to 5:7,Average
ernle,68,71,42,96,87 - 105,85 - 107,39,5:4 to 5:7,Average
ernle,68,71,43,96,87 - 105,85 - 107,39,5:4 to 5:7,Average
ernle,68,71,44,97,88 - 106,86 - 108,42,5:4 to 5:7,Average
ernle,68,71,45,98,89 - 107,87 - 109,45,5:8 to 5:11,Average
ernle,68,71,46,99,90 - 108,88 - 110,47,5:8 to 5:11,Average
ernle,68,71,47,100,91 - 109,89 - 111,50,5:8 to 5:11,Average
ernle,68,71,48,100,91 - 109,89 - 111,50,5:8 to 5:11,Average
ernle,68,71,49,101,92 - 110,90 - 112,53,5:8 to 5:11,Average
ernle,68,71,50,102,93 - 111,91 - 113,55,5:8 to 5:11,Average
ernle,68,71,51,103,94 - 112,92 - 114,58,6:0 to 6:5,Average
ernle,68,71,52,104,95 - 113,93 - 115,61,6:0 to 6:5,Average
ernle,68,71,53,104,95 - 113,93 - 115,61,6:0 to 6:5,Average
ernle,68,71,54,105,96 - 114,94 - 116,63,6:0 to 6:5,Average
ernle,68,71,55,106,97 - 115,95 - 117,66,6:0 to 6:5,Average
ernle,68,71,56,107,98 - 116,96 - 118,68,6:0 to 6:5,Average
ernle,68,71,57,108,99 - 117,97 - 119,70,6:6 to 6:11,Average
ernle,68,71,58,108,99 - 117,97 - 119,70,6:6 to 6:11,Average
ernle,68,71,59,109,100 - 118,98 - 120,73,6:6 to 6:11,Average
ernle,68,71,60,110,101 - 119,99 - 121,75,6:6 to 6:11,Above Average
ernle,68,71,61,111,102 - 120,100 - 122,77,6:6 to 6:11,Above Average
ernle,68,71,62,112,103 - 121,101 - 123,79,6:6 to 6:11,Above Average
ernle,68,71,63,113,104 - 122,102 - 124,81,6:6 to 6:11,Above Average
ernle,68,71,64,113,104 - 122,102 - 124,81,6:6 to 6:11,Above Average
ernle,68,71,65,114,105 - 123,103 - 125,82,6:6 to 6:11,Above Average
ernle,68,71,66,115,106 - 124,104 - 126,84,7:0 to 7:5,Above Average
ernle,68,71,67,116,107 - 125,105 - 127,86,7:0 to 7:5,Above Average
ernle,68,71,68,117,108 - 126,106 - 128,87,7:0 to 7:5,Above Average
ernle,68,71,69,118,109 - 127,107 - 129,88,7:0 to 7:5,Above Average
ernle,68,71,70,118,109 - 127,107 - 129,88,7:0 to 7:5,Above Average
ernle,68,71,71,119,110 - 128,108 - 130,90,7:0 to 7:5,Above Average
ernle,68,71,72,120,111 - 129,109 - 130,91,7:0 to 7:5,Well Above Average
ernle,68,71,73,121,112 - 130,110 - 130,92,7:0 to 7:5,Well Above Average
ernle,68,71,74,122,113 - 130,111 - 130,93,7:6 to 7:11,Well Above Average
ernle,68,71,75,123,114 - 130,112 - 130,94,7:6 to 7:11,Well Above Average
ernle,68,71,76,124,115 - 130,113 - 130,95,7:6 to 7:11,Well Above Average
ernle,68,71,77,124,115 - 130,113 - 130,95,7:6 to 7:11,Well Above Average
ernle,68,71,78,125,116 - 130,114 - 130,95,7:6 to 7:11,Well Above Average
ernle,68,71,79,126,117 - 130,115 - 130,96,7:6 to 7:11,Well Above Average
ernle,68,71,80,127,118 - 130,116 - 130,96,8:0 to 8:5,Well Above Average
ernle,68,71,81,128,119 - 130,117 - 130,97,8:0 to 8:5,Well Above Average
ernle,68,71,82,129,120 - 130,118 - 130,97,8:0 to 8:5,Well Above Average
ernle,68,71,83,130,121 - 130,119 - 130,98,8:0 to 8:5,Well Above Average
ernle,68,71,84,130,121 - 130,119 - 130,98,8:0 to 8:5,Well Above Average
ernle,68,71,85,130,121 - 130,119 - 130,98,8:0 to 8:5,Well Above Average
ernle,68,71,86,130,121 - 130,119 - 130,98,8:0 to 8:5,Well Above Average
ernle,68,71,87,130,121 - 130,119 - 130,98,8:0 to 8:5,Well Above Average
ernle,68,71,88,130,121 - 130,119 - 130,98,8:0 to 8:5,Well Above Average
ernle,68,71,89,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,68,71,90,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,68,71,91,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,68,71,92,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,68,71,93,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,68,71,94,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,68,71,95,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,68,71,96,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,68,71,97,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,68,71,98,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,68,71,99,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,68,71,100,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,68,71,101,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,68,71,102,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,68,71,103,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,68,71,104,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,68,71,105,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,68,71,106,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,68,71,107,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,68,71,108,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,68,71,109,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,68,71,110,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,68,71,111,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,68,71,112,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,68,71,113,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,68,71,114,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,68,71,115,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,68,71,116,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,68,71,117,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,68,71,118,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,68,71,119,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,68,71,120,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,72,77,0,59,50 - 68,48 - 70,0.3,< start age,Significantly Below Average
ernle,72,77,1,60,51 - 69,49 - 71,0.4,< start age,Significantly Below Average
ernle,72,77,2,61,52 - 70,50 - 72,0.5,< start age,Significantly Below Average
ernle,72,77,3,62,53 - 71,51 - 73,1,< start age,Significantly Below Average
ernle,72,77,4,62,53 - 71,51 - 73,1,< start age,Significantly Below Average
ernle,72,77,5,63,54 - 72,52 - 74,1,< start age,Significantly Below Average
ernle,72,77,6,64,55 - 73,53 - 75,1,< start age,Significantly Below Average
ernle,72,77,7,65,56 - 74,54 - 76,1,< start age,Significantly Below Average
ernle,72,77,8,66,57 - 75,55 - 77,1,< start age,Significantly Below Average
ernle,72,77,9,66,57 - 75,55 - 77,1,< start age,Significantly Below Average
ernle,72,77,10,67,58 - 76,56 - 78,1,< start age,Significantly Below Average
ernle,72,77,11,68,59 - 77,57 - 79,2,< start age,Significantly Below Average
ernle,72,77,12,69,60 - 78,58 - 80,2,< start age,Significantly Below Average
ernle,72,77,13,69,60 - 78,58 - 80,2,< start age,Significantly Below Average
ernle,72,77,14,70,61 - 79,59 - 81,2,< start age,Well Below Average
ernle,72,77,15,71,62 - 80,60 - 82,3,< start age,Well Below Average
ernle,72,77,16,72,63 - 81,61 - 83,3,< start age,Well Below Average
ernle,72,77,17,72,63 - 81,61 - 83,3,< start age,Well Below Average
ernle,72,77,18,73,64 - 82,62 - 84,4,< start age,Well Below Average
ernle,72,77,19,74,65 - 83,63 - 85,4,< start age,Well Below Average
ernle,72,77,20,75,66 - 84,64 - 86,5,< start age,Well Below Average
ernle,72,77,21,75,66 - 84,64 - 86,5,< start age,Well Below Average
ernle,72,77,22,76,67 - 85,65 - 87,5,< start age,Well Below Average
ernle,72,77,23,77,68 - 86,66 - 88,6,< start age,Well Below Average
ernle,72,77,24,78,69 - 87,67 - 89,7,< start age,Well Below Average
ernle,72,77,25,78,69 - 87,67 - 89,7,< start age,Well Below Average
ernle,72,77,26,79,70 - 88,68 - 90,8,< start age,Well Below Average
ernle,72,77,27,80,71 - 89,69 - 91,9,< start age,Below Average
ernle,72,77,28,81,72 - 90,70 - 92,10,< start age,Below Average
ernle,72,77,29,81,72 - 90,70 - 92,10,< start age,Below Average
ernle,72,77,30,82,73 - 91,71 - 93,12,< start age,Below Average
ernle,72,77,31,83,74 - 92,72 - 94,13,< start age,Below Average
ernle,72,77,32,84,75 - 93,73 - 95,14,< start age,Below Average
ernle,72,77,33,84,75 - 93,73 - 95,14,5:0 to 5:3,Below Average
ernle,72,77,34,85,76 - 94,74 - 96,16,5:0 to 5:3,Below Average
ernle,72,77,35,86,77 - 95,75 - 97,18,5:0 to 5:3,Below Average
ernle,72,77,36,87,78 - 96,76 - 98,19,5:0 to 5:3,Below Average
ernle,72,77,37,87,78 - 96,76 - 98,19,5:0 to 5:3,Below Average
ernle,72,77,38,88,79 - 97,77 - 99,21,5:0 to 5:3,Below Average
ernle,72,77,39,89,80 - 98,78 - 100,23,5:0 to 5:3,Below Average
ernle,72,77,40,90,81 - 99,79 - 101,25,5:0 to 5:3,Average
ernle,72,77,41,90,81 - 99,79 - 101,25,5:4 to 5:7,Average
ernle,72,77,42,91,82 - 100,80 - 102,27,5:4 to 5:7,Average
ernle,72,77,43,92,83 - 101,81 - 103,30,5:4 to 5:7,Average
ernle,72,77,44,93,84 - 102,82 - 104,32,5:4 to 5:7,Average
ernle,72,77,45,94,85 - 103,83 - 105,34,5:8 to 5:11,Average
ernle,72,77,46,94,85 - 103,83 - 105,34,5:8 to 5:11,Average
ernle,72,77,47,95,86 - 104,84 - 106,37,5:8 to 5:11,Average
ernle,72,77,48,96,87 - 105,85 - 107,39,5:8 to 5:11,Average
ernle,72,77,49,97,88 - 106,86 - 108,42,5:8 to 5:11,Average
ernle,72,77,50,97,88 - 106,86 - 108,42,5:8 to 5:11,Average
ernle,72,77,51,98,89 - 107,87 - 109,45,6:0 to 6:5,Average
ernle,72,77,52,99,90 - 108,88 - 110,47,6:0 to 6:5,Average
ernle,72,77,53,100,91 - 109,89 - 111,50,6:0 to 6:5,Average
ernle,72,77,54,100,91 - 109,89 - 111,50,6:0 to 6:5,Average
ernle,72,77,55,101,92 - 110,90 - 112,53,6:0 to 6:5,Average
ernle,72,77,56,102,93 - 111,91 - 113,55,6:0 to 6:5,Average
ernle,72,77,57,103,94 - 112,92 - 114,58,6:6 to 6:11,Average
ernle,72,77,58,104,95 - 113,93 - 115,61,6:6 to 6:11,Average
ernle,72,77,59,104,95 - 113,93 - 115,61,6:6 to 6:11,Average
ernle,72,77,60,105,96 - 114,94 - 116,63,6:6 to 6:11,Average
ernle,72,77,61,106,97 - 115,95 - 117,66,6:6 to 6:11,Average
ernle,72,77,62,107,98 - 116,96 - 118,68,6:6 to 6:11,Average
ernle,72,77,63,107,98 - 116,96 - 118,68,6:6 to 6:11,Average
ernle,72,77,64,108,99 - 117,97 - 119,70,6:6 to 6:11,Average
ernle,72,77,65,109,100 - 118,98 - 120,73,6:6 to 6:11,Average
ernle,72,77,66,110,101 - 119,99 - 121,75,7:0 to 7:5,Above Average
ernle,72,77,67,111,102 - 120,100 - 122,77,7:0 to 7:5,Above Average
ernle,72,77,68,111,102 - 120,100 - 122,77,7:0 to 7:5,Above Average
ernle,72,77,69,112,103 - 121,101 - 123,79,7:0 to 7:5,Above Average
ernle,72,77,70,113,104 - 122,102 - 124,81,7:0 to 7:5,Above Average
ernle,72,77,71,114,105 - 123,103 - 125,82,7:0 to 7:5,Above Average
ernle,72,77,72,115,106 - 124,104 - 126,84,7:0 to 7:5,Above Average
ernle,72,77,73,116,107 - 125,105 - 127,86,7:0 to 7:5,Above Average
ernle,72,77,74,116,107 - 125,105 - 127,86,7:6 to 7:11,Above Average
ernle,72,77,75,117,108 - 126,106 - 128,87,7:6 to 7:11,Above Average
ernle,72,77,76,118,109 - 127,107 - 129,88,7:6 to 7:11,Above Average
ernle,72,77,77,119,110 - 128,108 - 130,90,7:6 to 7:11,Above Average
ernle,72,77,78,120,111 - 129,109 - 130,91,7:6 to 7:11,Well Above Average
ernle,72,77,79,121,112 - 130,110 - 130,92,7:6 to 7:11,Well Above Average
ernle,72,77,80,121,112 - 130,110 - 130,92,8:0 to 8:5,Well Above Average
ernle,72,77,81,122,113 - 130,111 - 130,93,8:0 to 8:5,Well Above Average
ernle,72,77,82,123,114 - 130,112 - 130,94,8:0 to 8:5,Well Above Average
ernle,72,77,83,124,115 - 130,113 - 130,95,8:0 to 8:5,Well Above Average
ernle,72,77,84,125,116 - 130,114 - 130,95,8:0 to 8:5,Well Above Average
ernle,72,77,85,126,117 - 130,115 - 130,96,8:0 to 8:5,Well Above Average
ernle,72,77,86,127,118 - 130,116 - 130,96,8:0 to 8:5,Well Above Average
ernle,72,77,87,127,118 - 130,116 - 130,96,8:0 to 8:5,Well Above Average
ernle,72,77,88,128,119 - 130,117 - 130,97,8:0 to 8:5,Well Above Average
ernle,72,77,89,129,120 - 130,118 - 130,97,8:6 to 9:3,Well Above Average
ernle,72,77,90,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,72,77,91,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,72,77,92,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,72,77,93,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,72,77,94,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,72,77,95,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,72,77,96,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,72,77,97,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,72,77,98,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,72,77,99,130,121 - 130,119 - 130,98,8:6 to 9:3,Well Above Average
ernle,72,77,100,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,72,77,101,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,72,77,102,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,72,77,103,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,72,77,104,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,72,77,105,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,72,77,106,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,72,77,107,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,72,77,108,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,72,77,109,130,121 - 130,119 - 130,98,> stop age,Well Above Average
ernle,72,77,110,130,121 - 130,119 - 130,98,> stop age,Well Above Average
