norm_group,score,raw,ss,CI90,CI95,percentile,desc_range,prob
grade,brs,136,67,61 - 73,60 - 74,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,brs,137,68,62 - 74,61 - 75,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,brs,138,68,62 - 74,61 - 75,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,brs,139,68,62 - 74,61 - 75,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,brs,140,69,63 - 75,62 - 76,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,brs,141,69,63 - 75,62 - 76,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,brs,142,70,64 - 76,63 - 77,2,Well Below Average,Very High Probability of Dyslexia
grade,brs,143,70,64 - 76,63 - 77,2,Well Below Average,Very High Probability of Dyslexia
grade,brs,144,71,65 - 77,64 - 78,3,Well Below Average,Very High Probability of Dyslexia
grade,brs,145,71,65 - 77,64 - 78,3,Well Below Average,Very High Probability of Dyslexia
grade,brs,146,72,66 - 78,65 - 79,3,Well Below Average,Very High Probability of Dyslexia
grade,brs,147,72,66 - 78,65 - 79,3,Well Below Average,Very High Probability of Dyslexia
grade,brs,148,72,66 - 78,65 - 79,3,Well Below Average,Very High Probability of Dyslexia
grade,brs,149,73,67 - 79,66 - 80,4,Well Below Average,Very High Probability of Dyslexia
grade,brs,150,73,67 - 79,66 - 80,4,Well Below Average,Very High Probability of Dyslexia
grade,brs,151,74,68 - 80,67 - 81,4,Well Below Average,Very High Probability of Dyslexia
grade,brs,152,74,68 - 80,67 - 81,4,Well Below Average,Very High Probability of Dyslexia
grade,brs,153,75,69 - 81,68 - 82,5,Well Below Average,Very High Probability of Dyslexia
grade,brs,154,75,69 - 81,68 - 82,5,Well Below Average,Very High Probability of Dyslexia
grade,brs,155,76,70 - 82,69 - 83,5,Well Below Average,Very High Probability of Dyslexia
grade,brs,156,76,70 - 82,69 - 83,5,Well Below Average,Very High Probability of Dyslexia
grade,brs,157,76,70 - 82,69 - 83,5,Well Below Average,Very High Probability of Dyslexia
grade,brs,158,77,71 - 83,70 - 84,6,Well Below Average,Very High Probability of Dyslexia
grade,brs,159,78,72 - 84,71 - 85,7,Well Below Average,Very High Probability of Dyslexia
grade,brs,160,78,72 - 84,71 - 85,7,Well Below Average,Very High Probability of Dyslexia
grade,brs,161,78,72 - 84,71 - 85,7,Well Below Average,Very High Probability of Dyslexia
grade,brs,162,79,73 - 85,72 - 86,8,Well Below Average,Very High Probability of Dyslexia
grade,brs,163,79,73 - 85,72 - 86,8,Well Below Average,Very High Probability of Dyslexia
grade,brs,164,80,74 - 86,73 - 87,9,Below Average,High Probability of Dyslexia
grade,brs,165,80,74 - 86,73 - 87,9,Below Average,High Probability of Dyslexia
grade,brs,166,81,75 - 87,74 - 88,10,Below Average,High Probability of Dyslexia
grade,brs,167,81,75 - 87,74 - 88,10,Below Average,High Probability of Dyslexia
grade,brs,168,82,76 - 88,75 - 89,12,Below Average,High Probability of Dyslexia
grade,brs,169,82,76 - 88,75 - 89,12,Below Average,High Probability of Dyslexia
grade,brs,170,83,77 - 89,76 - 90,13,Below Average,High Probability of Dyslexia
grade,brs,171,83,77 - 89,76 - 90,13,Below Average,High Probability of Dyslexia
grade,brs,172,84,78 - 90,77 - 91,14,Below Average,High Probability of Dyslexia
grade,brs,173,84,78 - 90,77 - 91,14,Below Average,High Probability of Dyslexia
grade,brs,174,85,79 - 91,78 - 92,16,Below Average,High Probability of Dyslexia
grade,brs,175,86,80 - 92,79 - 93,18,Below Average,High Probability of Dyslexia
grade,brs,176,86,80 - 92,79 - 93,18,Below Average,High Probability of Dyslexia
grade,brs,177,87,81 - 93,80 - 94,19,Below Average,High Probability of Dyslexia
grade,brs,178,87,81 - 93,80 - 94,19,Below Average,High Probability of Dyslexia
grade,brs,179,88,82 - 94,81 - 95,21,Below Average,High Probability of Dyslexia
grade,brs,180,88,82 - 94,81 - 95,21,Below Average,High Probability of Dyslexia
grade,brs,181,89,83 - 95,82 - 96,23,Below Average,High Probability of Dyslexia
grade,brs,182,89,83 - 95,82 - 96,23,Below Average,High Probability of Dyslexia
grade,brs,183,90,84 - 96,83 - 97,25,Average,Low to Moderate Probability of Dyslexia
grade,brs,184,90,84 - 96,83 - 97,25,Average,Low to Moderate Probability of Dyslexia
grade,brs,185,91,85 - 97,84 - 98,27,Average,Low to Moderate Probability of Dyslexia
grade,brs,186,91,85 - 97,84 - 98,27,Average,Low to Moderate Probability of Dyslexia
grade,brs,187,92,86 - 98,85 - 99,30,Average,Low to Moderate Probability of Dyslexia
grade,brs,188,93,87 - 99,86 - 100,32,Average,Low to Moderate Probability of Dyslexia
grade,brs,189,93,87 - 99,86 - 100,32,Average,Low to Moderate Probability of Dyslexia
grade,brs,190,94,88 - 100,87 - 101,34,Average,Low to Moderate Probability of Dyslexia
grade,brs,191,94,88 - 100,87 - 101,34,Average,Low to Moderate Probability of Dyslexia
grade,brs,192,95,89 - 101,88 - 102,37,Average,Low to Moderate Probability of Dyslexia
grade,brs,193,95,89 - 101,88 - 102,37,Average,Low to Moderate Probability of Dyslexia
grade,brs,194,96,90 - 102,89 - 103,39,Average,Low to Moderate Probability of Dyslexia
grade,brs,195,97,91 - 103,90 - 104,42,Average,Low to Moderate Probability of Dyslexia
grade,brs,196,97,91 - 103,90 - 104,42,Average,Low to Moderate Probability of Dyslexia
grade,brs,197,98,92 - 104,91 - 105,45,Average,Low to Moderate Probability of Dyslexia
grade,brs,198,98,92 - 104,91 - 105,45,Average,Low to Moderate Probability of Dyslexia
grade,brs,199,99,93 - 105,92 - 106,47,Average,Low to Moderate Probability of Dyslexia
grade,brs,200,100,94 - 106,93 - 107,50,Average,Low to Moderate Probability of Dyslexia
grade,brs,201,100,94 - 106,93 - 107,50,Average,Low to Moderate Probability of Dyslexia
grade,brs,202,101,95 - 107,94 - 108,53,Average,Low to Moderate Probability of Dyslexia
grade,brs,203,101,95 - 107,94 - 108,53,Average,Low to Moderate Probability of Dyslexia
grade,brs,204,102,96 - 108,95 - 109,55,Average,Low to Moderate Probability of Dyslexia
grade,brs,205,103,97 - 109,96 - 110,58,Average,Low to Moderate Probability of Dyslexia
grade,brs,206,103,97 - 109,96 - 110,58,Average,Low to Moderate Probability of Dyslexia
grade,brs,207,104,98 - 110,97 - 111,61,Average,Low to Moderate Probability of Dyslexia
grade,brs,208,104,98 - 110,97 - 111,61,Average,Low to Moderate Probability of Dyslexia
grade,brs,209,105,99 - 111,98 - 112,63,Average,Low to Moderate Probability of Dyslexia
grade,brs,210,106,100 - 112,99 - 113,66,Average,Low to Moderate Probability of Dyslexia
grade,brs,211,106,100 - 112,99 - 113,66,Average,Low to Moderate Probability of Dyslexia
grade,brs,212,107,101 - 113,100 - 114,68,Average,Low to Moderate Probability of Dyslexia
grade,brs,213,108,102 - 114,101 - 115,70,Average,Low to Moderate Probability of Dyslexia
grade,brs,214,108,102 - 114,101 - 115,70,Average,Low to Moderate Probability of Dyslexia
grade,brs,215,109,103 - 115,102 - 116,73,Average,Low to Moderate Probability of Dyslexia
grade,brs,216,109,103 - 115,102 - 116,73,Average,Low to Moderate Probability of Dyslexia
grade,brs,217,110,104 - 116,103 - 117,75,Above Average,Very Low Probability of Dyslexia
grade,brs,218,111,105 - 117,104 - 118,77,Above Average,Very Low Probability of Dyslexia
grade,brs,219,111,105 - 117,104 - 118,77,Above Average,Very Low Probability of Dyslexia
grade,brs,220,112,106 - 118,105 - 119,79,Above Average,Very Low Probability of Dyslexia
grade,brs,221,113,107 - 119,106 - 120,81,Above Average,Very Low Probability of Dyslexia
grade,brs,222,113,107 - 119,106 - 120,81,Above Average,Very Low Probability of Dyslexia
grade,brs,223,114,108 - 120,107 - 121,82,Above Average,Very Low Probability of Dyslexia
grade,brs,224,115,109 - 121,108 - 122,84,Above Average,Very Low Probability of Dyslexia
grade,brs,225,115,109 - 121,108 - 122,84,Above Average,Very Low Probability of Dyslexia
grade,brs,226,116,110 - 122,109 - 123,86,Above Average,Very Low Probability of Dyslexia
grade,brs,227,117,111 - 123,110 - 124,87,Above Average,Very Low Probability of Dyslexia
grade,brs,228,117,111 - 123,110 - 124,87,Above Average,Very Low Probability of Dyslexia
grade,brs,229,118,112 - 124,111 - 125,88,Above Average,Very Low Probability of Dyslexia
grade,brs,230,119,113 - 125,112 - 126,90,Above Average,Very Low Probability of Dyslexia
grade,brs,231,119,113 - 125,112 - 126,90,Above Average,Very Low Probability of Dyslexia
grade,brs,232,120,114 - 126,113 - 127,91,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,233,121,115 - 127,114 - 128,92,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,234,122,116 - 128,115 - 129,93,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,235,122,116 - 128,115 - 129,93,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,236,123,117 - 129,116 - 130,94,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,237,124,118 - 130,117 - 130,95,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,238,124,118 - 130,117 - 130,95,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,239,125,119 - 130,118 - 130,95,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,240,126,120 - 130,119 - 130,96,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,241,127,121 - 130,120 - 130,96,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,242,127,121 - 130,120 - 130,96,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,243,128,122 - 130,121 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,244,129,123 - 130,122 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,245,129,123 - 130,122 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,246,130,124 - 130,123 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,247,130,124 - 130,123 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,248,130,124 - 130,123 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,249,130,124 - 130,123 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,250,130,124 - 130,123 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,251,130,124 - 130,123 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,252,130,124 - 130,123 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,253,130,124 - 130,123 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,254,130,124 - 130,123 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,255,130,124 - 130,123 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,256,130,124 - 130,123 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,257,130,124 - 130,123 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,258,130,124 - 130,123 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,259,130,124 - 130,123 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,brs,260,130,124 - 130,123 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,80,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,81,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,82,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,83,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,84,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,85,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,86,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,87,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,88,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,89,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,90,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,91,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,92,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,93,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,94,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,95,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,96,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,97,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,98,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,99,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,100,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,101,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,102,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,103,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,104,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,105,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,106,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,107,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,108,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,109,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,110,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,111,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,112,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,113,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,114,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,115,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,116,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,117,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,118,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,119,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,120,58,55 - 61,54 - 62,0.3,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,121,60,57 - 63,56 - 64,0.4,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,122,60,57 - 63,56 - 64,0.4,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,123,60,57 - 63,56 - 64,0.4,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,124,62,59 - 65,58 - 66,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,125,62,59 - 65,58 - 66,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,126,62,59 - 65,58 - 66,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,127,63,60 - 66,59 - 67,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,128,63,60 - 66,59 - 67,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,129,63,60 - 66,59 - 67,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,130,64,61 - 67,60 - 68,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,131,64,61 - 67,60 - 68,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,132,65,62 - 68,61 - 69,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,133,66,63 - 69,62 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,134,66,63 - 69,62 - 70,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,135,67,64 - 70,63 - 71,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,136,67,64 - 70,63 - 71,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,137,67,64 - 70,63 - 71,1,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,138,68,65 - 71,64 - 72,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,139,68,65 - 71,64 - 72,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,140,69,66 - 72,65 - 73,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,141,69,66 - 72,65 - 73,2,Significantly Below Average,Extremely High Probability of Dyslexia
grade,de,142,70,67 - 73,66 - 74,2,Well Below Average,Very High Probability of Dyslexia
grade,de,143,70,67 - 73,66 - 74,2,Well Below Average,Very High Probability of Dyslexia
grade,de,144,71,68 - 74,67 - 75,3,Well Below Average,Very High Probability of Dyslexia
grade,de,145,71,68 - 74,67 - 75,3,Well Below Average,Very High Probability of Dyslexia
grade,de,146,72,69 - 75,68 - 76,3,Well Below Average,Very High Probability of Dyslexia
grade,de,147,72,69 - 75,68 - 76,3,Well Below Average,Very High Probability of Dyslexia
grade,de,148,73,70 - 76,69 - 77,4,Well Below Average,Very High Probability of Dyslexia
grade,de,149,73,70 - 76,69 - 77,4,Well Below Average,Very High Probability of Dyslexia
grade,de,150,74,71 - 77,70 - 78,4,Well Below Average,Very High Probability of Dyslexia
grade,de,151,74,71 - 77,70 - 78,4,Well Below Average,Very High Probability of Dyslexia
grade,de,152,75,72 - 78,71 - 79,5,Well Below Average,Very High Probability of Dyslexia
grade,de,153,75,72 - 78,71 - 79,5,Well Below Average,Very High Probability of Dyslexia
grade,de,154,75,72 - 78,71 - 79,5,Well Below Average,Very High Probability of Dyslexia
grade,de,155,76,73 - 79,72 - 80,5,Well Below Average,Very High Probability of Dyslexia
grade,de,156,76,73 - 79,72 - 80,5,Well Below Average,Very High Probability of Dyslexia
grade,de,157,77,74 - 80,73 - 81,6,Well Below Average,Very High Probability of Dyslexia
grade,de,158,77,74 - 80,73 - 81,6,Well Below Average,Very High Probability of Dyslexia
grade,de,159,78,75 - 81,74 - 82,7,Well Below Average,Very High Probability of Dyslexia
grade,de,160,78,75 - 81,74 - 82,7,Well Below Average,Very High Probability of Dyslexia
grade,de,161,79,76 - 82,75 - 83,8,Well Below Average,Very High Probability of Dyslexia
grade,de,162,79,76 - 82,75 - 83,8,Well Below Average,Very High Probability of Dyslexia
grade,de,163,80,77 - 83,76 - 84,9,Below Average,High Probability of Dyslexia
grade,de,164,80,77 - 83,76 - 84,9,Below Average,High Probability of Dyslexia
grade,de,165,81,78 - 84,77 - 85,10,Below Average,High Probability of Dyslexia
grade,de,166,81,78 - 84,77 - 85,10,Below Average,High Probability of Dyslexia
grade,de,167,82,79 - 85,78 - 86,12,Below Average,High Probability of Dyslexia
grade,de,168,82,79 - 85,78 - 86,12,Below Average,High Probability of Dyslexia
grade,de,169,83,80 - 86,79 - 87,13,Below Average,High Probability of Dyslexia
grade,de,170,83,80 - 86,79 - 87,13,Below Average,High Probability of Dyslexia
grade,de,171,84,81 - 87,80 - 88,14,Below Average,High Probability of Dyslexia
grade,de,172,84,81 - 87,80 - 88,14,Below Average,High Probability of Dyslexia
grade,de,173,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
grade,de,174,85,82 - 88,81 - 89,16,Below Average,High Probability of Dyslexia
grade,de,175,86,83 - 89,82 - 90,18,Below Average,High Probability of Dyslexia
grade,de,176,87,84 - 90,83 - 91,19,Below Average,High Probability of Dyslexia
grade,de,177,87,84 - 90,83 - 91,19,Below Average,High Probability of Dyslexia
grade,de,178,88,85 - 91,84 - 92,21,Below Average,High Probability of Dyslexia
grade,de,179,88,85 - 91,84 - 92,21,Below Average,High Probability of Dyslexia
grade,de,180,89,86 - 92,85 - 93,23,Below Average,High Probability of Dyslexia
grade,de,181,89,86 - 92,85 - 93,23,Below Average,High Probability of Dyslexia
grade,de,182,90,87 - 93,86 - 94,25,Average,Low to Moderate Probability of Dyslexia
grade,de,183,90,87 - 93,86 - 94,25,Average,Low to Moderate Probability of Dyslexia
grade,de,184,91,88 - 94,87 - 95,27,Average,Low to Moderate Probability of Dyslexia
grade,de,185,91,88 - 94,87 - 95,27,Average,Low to Moderate Probability of Dyslexia
grade,de,186,92,89 - 95,88 - 96,30,Average,Low to Moderate Probability of Dyslexia
grade,de,187,92,89 - 95,88 - 96,30,Average,Low to Moderate Probability of Dyslexia
grade,de,188,93,90 - 96,89 - 97,32,Average,Low to Moderate Probability of Dyslexia
grade,de,189,93,90 - 96,89 - 97,32,Average,Low to Moderate Probability of Dyslexia
grade,de,190,94,91 - 97,90 - 98,34,Average,Low to Moderate Probability of Dyslexia
grade,de,191,94,91 - 97,90 - 98,34,Average,Low to Moderate Probability of Dyslexia
grade,de,192,95,92 - 98,91 - 99,37,Average,Low to Moderate Probability of Dyslexia
grade,de,193,96,93 - 99,92 - 100,39,Average,Low to Moderate Probability of Dyslexia
grade,de,194,96,93 - 99,92 - 100,39,Average,Low to Moderate Probability of Dyslexia
grade,de,195,97,94 - 100,93 - 101,42,Average,Low to Moderate Probability of Dyslexia
grade,de,196,97,94 - 100,93 - 101,42,Average,Low to Moderate Probability of Dyslexia
grade,de,197,98,95 - 101,94 - 102,45,Average,Low to Moderate Probability of Dyslexia
grade,de,198,98,95 - 101,94 - 102,45,Average,Low to Moderate Probability of Dyslexia
grade,de,199,99,96 - 102,95 - 103,47,Average,Low to Moderate Probability of Dyslexia
grade,de,200,99,96 - 102,95 - 103,47,Average,Low to Moderate Probability of Dyslexia
grade,de,201,100,97 - 103,96 - 104,50,Average,Low to Moderate Probability of Dyslexia
grade,de,202,101,98 - 104,97 - 105,53,Average,Low to Moderate Probability of Dyslexia
grade,de,203,101,98 - 104,97 - 105,53,Average,Low to Moderate Probability of Dyslexia
grade,de,204,102,99 - 105,98 - 106,55,Average,Low to Moderate Probability of Dyslexia
grade,de,205,102,99 - 105,98 - 106,55,Average,Low to Moderate Probability of Dyslexia
grade,de,206,103,100 - 106,99 - 107,58,Average,Low to Moderate Probability of Dyslexia
grade,de,207,103,100 - 106,99 - 107,58,Average,Low to Moderate Probability of Dyslexia
grade,de,208,104,101 - 107,100 - 108,61,Average,Low to Moderate Probability of Dyslexia
grade,de,209,104,101 - 107,100 - 108,61,Average,Low to Moderate Probability of Dyslexia
grade,de,210,105,102 - 108,101 - 109,63,Average,Low to Moderate Probability of Dyslexia
grade,de,211,106,103 - 109,102 - 110,66,Average,Low to Moderate Probability of Dyslexia
grade,de,212,106,103 - 109,102 - 110,66,Average,Low to Moderate Probability of Dyslexia
grade,de,213,107,104 - 110,103 - 111,68,Average,Low to Moderate Probability of Dyslexia
grade,de,214,107,104 - 110,103 - 111,68,Average,Low to Moderate Probability of Dyslexia
grade,de,215,108,105 - 111,104 - 112,70,Average,Low to Moderate Probability of Dyslexia
grade,de,216,109,106 - 112,105 - 113,73,Average,Low to Moderate Probability of Dyslexia
grade,de,217,109,106 - 112,105 - 113,73,Average,Low to Moderate Probability of Dyslexia
grade,de,218,110,107 - 113,106 - 114,75,Above Average,Very Low Probability of Dyslexia
grade,de,219,110,107 - 113,106 - 114,75,Above Average,Very Low Probability of Dyslexia
grade,de,220,111,108 - 114,107 - 115,77,Above Average,Very Low Probability of Dyslexia
grade,de,221,111,108 - 114,107 - 115,77,Above Average,Very Low Probability of Dyslexia
grade,de,222,112,109 - 115,108 - 116,79,Above Average,Very Low Probability of Dyslexia
grade,de,223,113,110 - 116,109 - 117,81,Above Average,Very Low Probability of Dyslexia
grade,de,224,113,110 - 116,109 - 117,81,Above Average,Very Low Probability of Dyslexia
grade,de,225,114,111 - 117,110 - 118,82,Above Average,Very Low Probability of Dyslexia
grade,de,226,114,111 - 117,110 - 118,82,Above Average,Very Low Probability of Dyslexia
grade,de,227,115,112 - 118,111 - 119,84,Above Average,Very Low Probability of Dyslexia
grade,de,228,116,113 - 119,112 - 120,86,Above Average,Very Low Probability of Dyslexia
grade,de,229,116,113 - 119,112 - 120,86,Above Average,Very Low Probability of Dyslexia
grade,de,230,117,114 - 120,113 - 121,87,Above Average,Very Low Probability of Dyslexia
grade,de,231,117,114 - 120,113 - 121,87,Above Average,Very Low Probability of Dyslexia
grade,de,232,118,115 - 121,114 - 122,88,Above Average,Very Low Probability of Dyslexia
grade,de,233,119,116 - 122,115 - 123,90,Above Average,Very Low Probability of Dyslexia
grade,de,234,119,116 - 122,115 - 123,90,Above Average,Very Low Probability of Dyslexia
grade,de,235,120,117 - 123,116 - 124,91,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,236,120,117 - 123,116 - 124,91,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,237,121,118 - 124,117 - 125,92,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,238,122,119 - 125,118 - 126,93,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,239,122,119 - 125,118 - 126,93,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,240,123,120 - 126,119 - 127,94,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,241,123,120 - 126,119 - 127,94,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,242,124,121 - 127,120 - 128,95,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,243,125,122 - 128,121 - 129,95,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,244,125,122 - 128,121 - 129,95,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,245,126,123 - 129,122 - 130,96,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,246,126,123 - 129,122 - 130,96,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,247,127,124 - 130,123 - 130,96,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,248,128,125 - 130,124 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,249,128,125 - 130,124 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,250,129,126 - 130,125 - 130,97,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,251,130,127 - 130,126 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,252,130,127 - 130,126 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,253,130,127 - 130,126 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,254,130,127 - 130,126 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,255,130,127 - 130,126 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,256,130,127 - 130,126 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,257,130,127 - 130,126 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,258,130,127 - 130,126 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,259,130,127 - 130,126 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
grade,de,260,130,127 - 130,126 - 130,98,Well Above Average,Extremely Low Probability of Dyslexia
