test,agemon_min,agemon_max,raw,ss,CI90,CI95,percentile,age_equiv,desc_range
iwrc,132,137,34,97,92 - 102,91 - 103,42,10.6 - 10.11,Average
iwrc,132,137,35,101,96 - 106,95 - 107,53,11.0 - 11.5,Average
iwrc,132,137,36,105,100 - 110,99 - 111,63,11.6 - 11.11,Average
iwrc,132,137,37,109,104 - 114,103 - 115,73,13.0 - 13.11,Average
iwrc,132,137,38,113,108 - 118,107 - 119,81,14.0 - 14.11,Above Average
iwrc,132,137,39,117,112 - 122,111 - 123,87,15.0 - 16.11,Above Average
iwrc,132,137,40,122,117 - 127,116 - 128,93,17.0 - 18.11,Well Above Average
iwrc,132,137,41,126,121 - 130,120 - 130,96,17.0 - 18.11,Well Above Average
iwrc,132,137,42,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,132,137,43,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,132,137,44,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,132,137,45,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,132,137,46,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,132,137,47,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,132,137,48,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,132,137,49,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,132,137,50,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,132,137,51,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,132,137,52,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,132,137,53,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,132,137,54,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,132,137,55,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,138,143,0,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,138,143,1,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,138,143,2,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,138,143,3,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,138,143,4,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,138,143,5,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,138,143,6,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,138,143,7,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,138,143,8,41,40 - 46,40 - 47,<.1,< Start age,Significantly Below Average
iwrc,138,143,9,43,40 - 48,40 - 49,<.1,< Start age,Significantly Below Average
iwrc,138,143,10,44,40 - 49,40 - 50,<.1,< Start age,Significantly Below Average
iwrc,138,143,11,45,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
iwrc,138,143,12,47,42 - 52,41 - 53,<.1,< Start age,Significantly Below Average
iwrc,138,143,13,48,43 - 53,42 - 54,<.1,< Start age,Significantly Below Average
iwrc,138,143,14,50,45 - 55,44 - 56,0.1,< Start age,Significantly Below Average
iwrc,138,143,15,51,46 - 56,45 - 57,0.1,< Start age,Significantly Below Average
iwrc,138,143,16,53,48 - 58,47 - 59,0.1,< Start age,Significantly Below Average
iwrc,138,143,17,55,50 - 60,49 - 61,0.1,< Start age,Significantly Below Average
iwrc,138,143,18,56,51 - 61,50 - 62,0.2,< Start age,Significantly Below Average
iwrc,138,143,19,58,53 - 63,52 - 64,0.3,6.0 - 6.3,Significantly Below Average
iwrc,138,143,20,60,55 - 65,54 - 66,0.4,6.0 - 6.3,Significantly Below Average
iwrc,138,143,21,62,57 - 67,56 - 68,1,6.0 - 6.3,Significantly Below Average
iwrc,138,143,22,64,59 - 69,58 - 70,1,6.4 - 6.7,Significantly Below Average
iwrc,138,143,23,66,61 - 71,60 - 72,1,6.8 - 6.11,Significantly Below Average
iwrc,138,143,24,68,63 - 73,62 - 74,2,7.0 - 7.3,Significantly Below Average
iwrc,138,143,25,70,65 - 75,64 - 76,2,7.0 - 7.3,Well Below Average
iwrc,138,143,26,72,67 - 77,66 - 78,3,7.4 - 7.7,Well Below Average
iwrc,138,143,27,75,70 - 80,69 - 81,5,7.8 - 7.11,Well Below Average
iwrc,138,143,28,77,72 - 82,71 - 83,6,7.8 - 7.11,Well Below Average
iwrc,138,143,29,80,75 - 85,74 - 86,9,8.6 - 8.11,Below Average
iwrc,138,143,30,83,78 - 88,77 - 89,13,8.6 - 8.11,Below Average
iwrc,138,143,31,86,81 - 91,80 - 92,18,9.0 - 9.5,Below Average
iwrc,138,143,32,89,84 - 94,83 - 95,23,9.6 - 9.11,Below Average
iwrc,138,143,33,92,87 - 97,86 - 98,30,10.0 - 10.5,Average
iwrc,138,143,34,95,90 - 100,89 - 101,37,10.6 - 10.11,Average
iwrc,138,143,35,99,94 - 104,93 - 105,47,11.0 - 11.5,Average
iwrc,138,143,36,103,98 - 108,97 - 109,58,11.6 - 11.11,Average
iwrc,138,143,37,107,102 - 112,101 - 113,68,13.0 - 13.11,Average
iwrc,138,143,38,111,106 - 116,105 - 117,77,14.0 - 14.11,Above Average
iwrc,138,143,39,115,110 - 120,109 - 121,84,15.0 - 16.11,Above Average
iwrc,138,143,40,120,115 - 125,114 - 126,91,17.0 - 18.11,Well Above Average
iwrc,138,143,41,124,119 - 129,118 - 130,95,17.0 - 18.11,Well Above Average
iwrc,138,143,42,129,124 - 130,123 - 130,97,> Stop age,Well Above Average
iwrc,138,143,43,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,138,143,44,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,138,143,45,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,138,143,46,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,138,143,47,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,138,143,48,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,138,143,49,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,138,143,50,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,138,143,51,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,138,143,52,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,138,143,53,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,138,143,54,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,138,143,55,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,144,149,0,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,144,149,1,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,144,149,2,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,144,149,3,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,144,149,4,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,144,149,5,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,144,149,6,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,144,149,7,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,144,149,8,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,144,149,9,41,40 - 46,40 - 47,<.1,< Start age,Significantly Below Average
iwrc,144,149,10,43,40 - 48,40 - 49,<.1,< Start age,Significantly Below Average
iwrc,144,149,11,44,40 - 49,40 - 50,<.1,< Start age,Significantly Below Average
iwrc,144,149,12,46,41 - 51,40 - 52,<.1,< Start age,Significantly Below Average
iwrc,144,149,13,47,42 - 52,41 - 53,<.1,< Start age,Significantly Below Average
iwrc,144,149,14,49,44 - 54,43 - 55,<.1,< Start age,Significantly Below Average
iwrc,144,149,15,50,45 - 55,44 - 56,0.1,< Start age,Significantly Below Average
iwrc,144,149,16,52,47 - 57,46 - 58,0.1,< Start age,Significantly Below Average
iwrc,144,149,17,53,48 - 58,47 - 59,0.1,< Start age,Significantly Below Average
iwrc,144,149,18,55,50 - 60,49 - 61,0.1,< Start age,Significantly Below Average
iwrc,144,149,19,57,52 - 62,51 - 63,0.2,6.0 - 6.3,Significantly Below Average
iwrc,144,149,20,58,53 - 63,52 - 64,0.3,6.0 - 6.3,Significantly Below Average
iwrc,144,149,21,60,55 - 65,54 - 66,0.4,6.0 - 6.3,Significantly Below Average
iwrc,144,149,22,62,57 - 67,56 - 68,1,6.4 - 6.7,Significantly Below Average
iwrc,144,149,23,64,59 - 69,58 - 70,1,6.8 - 6.11,Significantly Below Average
iwrc,144,149,24,66,61 - 71,60 - 72,1,7.0 - 7.3,Significantly Below Average
iwrc,144,149,25,68,63 - 73,62 - 74,2,7.0 - 7.3,Significantly Below Average
iwrc,144,149,26,71,66 - 76,65 - 77,3,7.4 - 7.7,Well Below Average
iwrc,144,149,27,73,68 - 78,67 - 79,4,7.8 - 7.11,Well Below Average
iwrc,144,149,28,76,71 - 81,70 - 82,5,7.8 - 7.11,Well Below Average
iwrc,144,149,29,78,73 - 83,72 - 84,7,8.6 - 8.11,Well Below Average
iwrc,144,149,30,81,76 - 86,75 - 87,10,8.6 - 8.11,Below Average
iwrc,144,149,31,84,79 - 89,78 - 90,14,9.0 - 9.5,Below Average
iwrc,144,149,32,87,82 - 92,81 - 93,19,9.6 - 9.11,Below Average
iwrc,144,149,33,90,85 - 95,84 - 96,25,10.0 - 10.5,Average
iwrc,144,149,34,93,88 - 98,87 - 99,32,10.6 - 10.11,Average
iwrc,144,149,35,97,92 - 102,91 - 103,42,11.0 - 11.5,Average
iwrc,144,149,36,101,96 - 106,95 - 107,53,11.6 - 11.11,Average
iwrc,144,149,37,105,100 - 110,99 - 111,63,13.0 - 13.11,Average
iwrc,144,149,38,109,104 - 114,103 - 115,73,14.0 - 14.11,Average
iwrc,144,149,39,113,108 - 118,107 - 119,81,15.0 - 16.11,Above Average
iwrc,144,149,40,118,113 - 123,112 - 124,88,17.0 - 18.11,Above Average
iwrc,144,149,41,122,117 - 127,116 - 128,93,17.0 - 18.11,Well Above Average
iwrc,144,149,42,127,122 - 130,121 - 130,96,> Stop age,Well Above Average
iwrc,144,149,43,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,144,149,44,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,144,149,45,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,144,149,46,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,144,149,47,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,144,149,48,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,144,149,49,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,144,149,50,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,144,149,51,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,144,149,52,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,144,149,53,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,144,149,54,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,144,149,55,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,150,155,0,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,150,155,1,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,150,155,2,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,150,155,3,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,150,155,4,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,150,155,5,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,150,155,6,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,150,155,7,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,150,155,8,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,150,155,9,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,150,155,10,42,40 - 47,40 - 48,<.1,< Start age,Significantly Below Average
iwrc,150,155,11,43,40 - 48,40 - 49,<.1,< Start age,Significantly Below Average
iwrc,150,155,12,45,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
iwrc,150,155,13,46,41 - 51,40 - 52,<.1,< Start age,Significantly Below Average
iwrc,150,155,14,47,42 - 52,41 - 53,<.1,< Start age,Significantly Below Average
iwrc,150,155,15,49,44 - 54,43 - 55,<.1,< Start age,Significantly Below Average
iwrc,150,155,16,50,45 - 55,44 - 56,0.1,< Start age,Significantly Below Average
iwrc,150,155,17,52,47 - 57,46 - 58,0.1,< Start age,Significantly Below Average
iwrc,150,155,18,54,49 - 59,48 - 60,0.1,< Start age,Significantly Below Average
iwrc,150,155,19,55,50 - 60,49 - 61,0.1,6.0 - 6.3,Significantly Below Average
iwrc,150,155,20,57,52 - 62,51 - 63,0.2,6.0 - 6.3,Significantly Below Average
iwrc,150,155,21,59,54 - 64,53 - 65,0.3,6.0 - 6.3,Significantly Below Average
iwrc,150,155,22,61,56 - 66,55 - 67,0.5,6.4 - 6.7,Significantly Below Average
iwrc,150,155,23,63,58 - 68,57 - 69,1,6.8 - 6.11,Significantly Below Average
iwrc,150,155,24,65,60 - 70,59 - 71,1,7.0 - 7.3,Significantly Below Average
iwrc,150,155,25,67,62 - 72,61 - 73,1,7.0 - 7.3,Significantly Below Average
iwrc,150,155,26,69,64 - 74,63 - 75,2,7.4 - 7.7,Significantly Below Average
iwrc,150,155,27,72,67 - 77,66 - 78,3,7.8 - 7.11,Well Below Average
iwrc,150,155,28,74,69 - 79,68 - 80,4,7.8 - 7.11,Well Below Average
iwrc,150,155,29,77,72 - 82,71 - 83,6,8.6 - 8.11,Well Below Average
iwrc,150,155,30,79,74 - 84,73 - 85,8,8.6 - 8.11,Well Below Average
iwrc,150,155,31,82,77 - 87,76 - 88,12,9.0 - 9.5,Below Average
iwrc,150,155,32,85,80 - 90,79 - 91,16,9.6 - 9.11,Below Average
iwrc,150,155,33,88,83 - 93,82 - 94,21,10.0 - 10.5,Below Average
iwrc,150,155,34,92,87 - 97,86 - 98,30,10.6 - 10.11,Average
iwrc,150,155,35,95,90 - 100,89 - 101,37,11.0 - 11.5,Average
iwrc,150,155,36,99,94 - 104,93 - 105,47,11.6 - 11.11,Average
iwrc,150,155,37,103,98 - 108,97 - 109,58,13.0 - 13.11,Average
iwrc,150,155,38,107,102 - 112,101 - 113,68,14.0 - 14.11,Average
iwrc,150,155,39,112,107 - 117,106 - 118,79,15.0 - 16.11,Above Average
iwrc,150,155,40,116,111 - 121,110 - 122,86,17.0 - 18.11,Above Average
iwrc,150,155,41,120,115 - 125,114 - 126,91,17.0 - 18.11,Well Above Average
iwrc,150,155,42,125,120 - 130,119 - 130,95,> Stop age,Well Above Average
iwrc,150,155,43,129,124 - 130,123 - 130,97,> Stop age,Well Above Average
iwrc,150,155,44,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,150,155,45,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,150,155,46,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,150,155,47,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,150,155,48,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,150,155,49,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,150,155,50,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,150,155,51,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,150,155,52,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,150,155,53,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,150,155,54,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,150,155,55,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,156,167,0,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,156,167,1,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,156,167,2,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,156,167,3,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,156,167,4,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,156,167,5,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,156,167,6,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,156,167,7,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,156,167,8,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,156,167,9,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,156,167,10,41,40 - 46,40 - 47,<.1,< Start age,Significantly Below Average
iwrc,156,167,11,42,40 - 47,40 - 48,<.1,< Start age,Significantly Below Average
iwrc,156,167,12,43,40 - 48,40 - 49,<.1,< Start age,Significantly Below Average
iwrc,156,167,13,45,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
iwrc,156,167,14,46,41 - 51,40 - 52,<.1,< Start age,Significantly Below Average
iwrc,156,167,15,48,43 - 53,42 - 54,<.1,< Start age,Significantly Below Average
iwrc,156,167,16,49,44 - 54,43 - 55,<.1,< Start age,Significantly Below Average
iwrc,156,167,17,51,46 - 56,45 - 57,0.1,< Start age,Significantly Below Average
iwrc,156,167,18,52,47 - 57,46 - 58,0.1,< Start age,Significantly Below Average
iwrc,156,167,19,54,49 - 59,48 - 60,0.1,6.0 - 6.3,Significantly Below Average
iwrc,156,167,20,56,51 - 61,50 - 62,0.2,6.0 - 6.3,Significantly Below Average
iwrc,156,167,21,57,52 - 62,51 - 63,0.2,6.0 - 6.3,Significantly Below Average
iwrc,156,167,22,59,54 - 64,53 - 65,0.3,6.4 - 6.7,Significantly Below Average
iwrc,156,167,23,61,56 - 66,55 - 67,0.5,6.8 - 6.11,Significantly Below Average
iwrc,156,167,24,63,58 - 68,57 - 69,1,7.0 - 7.3,Significantly Below Average
iwrc,156,167,25,65,60 - 70,59 - 71,1,7.0 - 7.3,Significantly Below Average
iwrc,156,167,26,68,63 - 73,62 - 74,2,7.4 - 7.7,Significantly Below Average
iwrc,156,167,27,70,65 - 75,64 - 76,2,7.8 - 7.11,Well Below Average
iwrc,156,167,28,72,67 - 77,66 - 78,3,7.8 - 7.11,Well Below Average
iwrc,156,167,29,75,70 - 80,69 - 81,5,8.6 - 8.11,Well Below Average
iwrc,156,167,30,77,72 - 82,71 - 83,6,8.6 - 8.11,Well Below Average
iwrc,156,167,31,80,75 - 85,74 - 86,9,9.0 - 9.5,Below Average
iwrc,156,167,32,83,78 - 88,77 - 89,13,9.6 - 9.11,Below Average
iwrc,156,167,33,86,81 - 91,80 - 92,18,10.0 - 10.5,Below Average
iwrc,156,167,34,90,85 - 95,84 - 96,25,10.6 - 10.11,Average
iwrc,156,167,35,93,88 - 98,87 - 99,32,11.0 - 11.5,Average
iwrc,156,167,36,97,92 - 102,91 - 103,42,11.6 - 11.11,Average
iwrc,156,167,37,101,96 - 106,95 - 107,53,13.0 - 13.11,Average
iwrc,156,167,38,105,100 - 110,99 - 111,63,14.0 - 14.11,Average
iwrc,156,167,39,109,104 - 114,103 - 115,73,15.0 - 16.11,Average
iwrc,156,167,40,113,108 - 118,107 - 119,81,17.0 - 18.11,Above Average
iwrc,156,167,41,117,112 - 122,111 - 123,87,17.0 - 18.11,Above Average
iwrc,156,167,42,122,117 - 127,116 - 128,93,> Stop age,Well Above Average
iwrc,156,167,43,126,121 - 130,120 - 130,96,> Stop age,Well Above Average
iwrc,156,167,44,129,124 - 130,123 - 130,97,> Stop age,Well Above Average
iwrc,156,167,45,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,156,167,46,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,156,167,47,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,156,167,48,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,156,167,49,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,156,167,50,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,156,167,51,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,156,167,52,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,156,167,53,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,156,167,54,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,156,167,55,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,168,179,0,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,168,179,1,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,168,179,2,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,168,179,3,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,168,179,4,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,168,179,5,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,168,179,6,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,168,179,7,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,168,179,8,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,168,179,9,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,168,179,10,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,168,179,11,41,40 - 46,40 - 47,<.1,< Start age,Significantly Below Average
iwrc,168,179,12,42,40 - 47,40 - 48,<.1,< Start age,Significantly Below Average
iwrc,168,179,13,43,40 - 48,40 - 49,<.1,< Start age,Significantly Below Average
iwrc,168,179,14,45,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
iwrc,168,179,15,46,41 - 51,40 - 52,<.1,< Start age,Significantly Below Average
iwrc,168,179,16,48,43 - 53,42 - 54,<.1,< Start age,Significantly Below Average
iwrc,168,179,17,49,44 - 54,43 - 55,<.1,< Start age,Significantly Below Average
iwrc,168,179,18,51,46 - 56,45 - 57,0.1,< Start age,Significantly Below Average
iwrc,168,179,19,52,47 - 57,46 - 58,0.1,6.0 - 6.3,Significantly Below Average
iwrc,168,179,20,54,49 - 59,48 - 60,0.1,6.0 - 6.3,Significantly Below Average
iwrc,168,179,21,56,51 - 61,50 - 62,0.2,6.0 - 6.3,Significantly Below Average
iwrc,168,179,22,58,53 - 63,52 - 64,0.3,6.4 - 6.7,Significantly Below Average
iwrc,168,179,23,60,55 - 65,54 - 66,0.4,6.8 - 6.11,Significantly Below Average
iwrc,168,179,24,62,57 - 67,56 - 68,1,7.0 - 7.3,Significantly Below Average
iwrc,168,179,25,64,59 - 69,58 - 70,1,7.0 - 7.3,Significantly Below Average
iwrc,168,179,26,66,61 - 71,60 - 72,1,7.4 - 7.7,Significantly Below Average
iwrc,168,179,27,68,63 - 73,62 - 74,2,7.8 - 7.11,Significantly Below Average
iwrc,168,179,28,71,66 - 76,65 - 77,3,7.8 - 7.11,Well Below Average
iwrc,168,179,29,73,68 - 78,67 - 79,4,8.6 - 8.11,Well Below Average
iwrc,168,179,30,76,71 - 81,70 - 82,5,8.6 - 8.11,Well Below Average
iwrc,168,179,31,78,73 - 83,72 - 84,7,9.0 - 9.5,Well Below Average
iwrc,168,179,32,81,76 - 86,75 - 87,10,9.6 - 9.11,Below Average
iwrc,168,179,33,84,79 - 89,78 - 90,14,10.0 - 10.5,Below Average
iwrc,168,179,34,88,83 - 93,82 - 94,21,10.6 - 10.11,Below Average
iwrc,168,179,35,91,86 - 96,85 - 97,27,11.0 - 11.5,Average
iwrc,168,179,36,95,90 - 100,89 - 101,37,11.6 - 11.11,Average
iwrc,168,179,37,98,93 - 103,92 - 104,45,13.0 - 13.11,Average
iwrc,168,179,38,102,97 - 107,96 - 108,55,14.0 - 14.11,Average
iwrc,168,179,39,106,101 - 111,100 - 112,66,15.0 - 16.11,Average
iwrc,168,179,40,110,105 - 115,104 - 116,75,17.0 - 18.11,Above Average
iwrc,168,179,41,114,109 - 119,108 - 120,82,17.0 - 18.11,Above Average
iwrc,168,179,42,117,112 - 122,111 - 123,87,> Stop age,Above Average
iwrc,168,179,43,121,116 - 126,115 - 127,92,> Stop age,Well Above Average
iwrc,168,179,44,124,119 - 129,118 - 130,95,> Stop age,Well Above Average
iwrc,168,179,45,127,122 - 130,121 - 130,96,> Stop age,Well Above Average
iwrc,168,179,46,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,168,179,47,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,168,179,48,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,168,179,49,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,168,179,50,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,168,179,51,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,168,179,52,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,168,179,53,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,168,179,54,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,168,179,55,130,125 - 130,124 - 130,98,> Stop age,Well Above Average
iwrc,180,203,0,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,180,203,1,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,180,203,2,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,180,203,3,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,180,203,4,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,180,203,5,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,180,203,6,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,180,203,7,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,180,203,8,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,180,203,9,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,180,203,10,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,180,203,11,40,40 - 45,40 - 46,<.1,< Start age,Significantly Below Average
iwrc,180,203,12,41,40 - 46,40 - 47,<.1,< Start age,Significantly Below Average
iwrc,180,203,13,42,40 - 47,40 - 48,<.1,< Start age,Significantly Below Average
iwrc,180,203,14,44,40 - 49,40 - 50,<.1,< Start age,Significantly Below Average
iwrc,180,203,15,45,40 - 50,40 - 51,<.1,< Start age,Significantly Below Average
iwrc,180,203,16,47,42 - 52,41 - 53,<.1,< Start age,Significantly Below Average
iwrc,180,203,17,48,43 - 53,42 - 54,<.1,< Start age,Significantly Below Average
iwrc,180,203,18,50,45 - 55,44 - 56,0.1,< Start age,Significantly Below Average
iwrc,180,203,19,51,46 - 56,45 - 57,0.1,6.0 - 6.3,Significantly Below Average
iwrc,180,203,20,53,48 - 58,47 - 59,0.1,6.0 - 6.3,Significantly Below Average
iwrc,180,203,21,55,50 - 60,49 - 61,0.1,6.0 - 6.3,Significantly Below Average
iwrc,180,203,22,57,52 - 62,51 - 63,0.2,6.4 - 6.7,Significantly Below Average
iwrc,180,203,23,59,54 - 64,53 - 65,0.3,6.8 - 6.11,Significantly Below Average
iwrc,180,203,24,61,56 - 66,55 - 67,0.5,7.0 - 7.3,Significantly Below Average
iwrc,180,203,25,63,58 - 68,57 - 69,1,7.0 - 7.3,Significantly Below Average
