norm_group,test,age_min,age_max,raw,ss,CI90,CI95,percentile,equiv,desc_range
age,PV,102,107,45,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,46,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,47,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,48,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,49,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,50,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,51,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,52,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,53,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,54,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,55,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,56,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,57,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,58,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,59,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,60,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,61,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,62,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,63,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,64,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,65,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,66,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,67,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,68,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,69,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,70,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,71,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,72,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,73,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,74,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,75,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,76,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,77,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,78,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,79,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,102,107,80,41,40 - 52,40 - 54,<.1,< Start age,Significantly Below Average
age,PV,102,107,81,42,40 - 53,40 - 55,<.1,< Start age,Significantly Below Average
age,PV,102,107,82,44,40 - 55,40 - 57,<.1,< Start age,Significantly Below Average
age,PV,102,107,83,45,40 - 56,40 - 58,<.1,< Start age,Significantly Below Average
age,PV,102,107,84,46,40 - 57,40 - 59,<.1,< Start age,Significantly Below Average
age,PV,102,107,85,47,40 - 58,40 - 60,<.1,< Start age,Significantly Below Average
age,PV,102,107,86,49,40 - 60,40 - 62,<.1,< Start age,Significantly Below Average
age,PV,102,107,87,50,40 - 61,40 - 63,0.1,< Start age,Significantly Below Average
age,PV,102,107,88,51,40 - 62,40 - 64,0.1,< Start age,Significantly Below Average
age,PV,102,107,89,52,41 - 63,40 - 65,0.1,< Start age,Significantly Below Average
age,PV,102,107,90,54,43 - 65,41 - 67,0.1,< Start age,Significantly Below Average
age,PV,102,107,91,55,44 - 66,42 - 68,0.1,< Start age,Significantly Below Average
age,PV,102,107,92,56,45 - 67,43 - 69,0.2,< Start age,Significantly Below Average
age,PV,102,107,93,58,47 - 69,45 - 71,0.3,< Start age,Significantly Below Average
age,PV,102,107,94,59,48 - 70,46 - 72,0.3,< Start age,Significantly Below Average
age,PV,102,107,95,61,50 - 72,48 - 74,0.5,< Start age,Significantly Below Average
age,PV,102,107,96,62,51 - 73,49 - 75,1,< Start age,Significantly Below Average
age,PV,102,107,97,64,53 - 75,51 - 77,1,5:0 to 5:3,Significantly Below Average
age,PV,102,107,98,65,54 - 76,52 - 78,1,5:0 to 5:3,Significantly Below Average
age,PV,102,107,99,66,55 - 77,53 - 79,1,5:0 to 5:3,Significantly Below Average
age,PV,102,107,100,68,57 - 79,55 - 81,2,5:0 to 5:3,Significantly Below Average
age,PV,102,107,101,70,59 - 81,57 - 83,2,5:0 to 5:3,Well Below Average
age,PV,102,107,102,71,60 - 82,58 - 84,3,5:4 to 5:7,Well Below Average
age,PV,102,107,103,73,62 - 84,60 - 86,4,5:4 to 5:7,Well Below Average
age,PV,102,107,104,74,63 - 85,61 - 87,4,5:8 to 5:11,Well Below Average
age,PV,102,107,105,76,65 - 87,63 - 89,5,5:8 to 5:11,Well Below Average
age,PV,102,107,106,77,66 - 88,64 - 90,6,6:0 to 6:3,Well Below Average
age,PV,102,107,107,79,68 - 90,66 - 92,8,6:0 to 6:3,Well Below Average
age,PV,102,107,108,81,70 - 92,68 - 94,10,6:4 to 6:7,Below Average
age,PV,102,107,109,82,71 - 93,69 - 95,12,6:4 to 6:7,Below Average
age,PV,102,107,110,84,73 - 95,71 - 97,14,6:8 to 6:11,Below Average
age,PV,102,107,111,85,74 - 96,72 - 98,16,6:8 to 6:11,Below Average
age,PV,102,107,112,87,76 - 98,74 - 100,19,7:0 to 7:3,Below Average
age,PV,102,107,113,89,78 - 100,76 - 102,23,7:0 to 7:3,Below Average
age,PV,102,107,114,90,79 - 101,77 - 103,25,7:4 to 7:7,Average
age,PV,102,107,115,92,81 - 103,79 - 105,30,7:4 to 7:7,Average
age,PV,102,107,116,94,83 - 105,81 - 107,34,7:8 to 7:11,Average
age,PV,102,107,117,95,84 - 106,82 - 108,37,8:0 to 8:5,Average
age,PV,102,107,118,97,86 - 108,84 - 110,42,8:0 to 8:5,Average
age,PV,102,107,119,99,88 - 110,86 - 112,47,8:6 to 8:11,Average
age,PV,102,107,120,100,89 - 111,87 - 113,50,8:6 to 8:11,Average
age,PV,102,107,121,102,91 - 113,89 - 115,55,9:0 to 9:5,Average
age,PV,102,107,122,103,92 - 114,90 - 116,58,9:0 to 9:5,Average
age,PV,102,107,123,105,94 - 116,92 - 118,63,9:6 to 9:11,Average
age,PV,102,107,124,106,95 - 117,93 - 119,66,10:0 to 10:5,Average
age,PV,102,107,125,108,97 - 119,95 - 121,70,10:0 to 10:5,Average
age,PV,102,107,126,109,98 - 120,96 - 122,73,10:6 to 10:11,Average
age,PV,102,107,127,111,100 - 122,98 - 124,77,11:0 to 11:5,Above Average
age,PV,102,107,128,112,101 - 123,99 - 125,79,11:6 to 11:11,Above Average
age,PV,102,107,129,114,103 - 125,101 - 127,82,12:0 to 12:5,Above Average
age,PV,102,107,130,115,104 - 126,102 - 128,84,12:6 to 12:11,Above Average
age,PV,102,107,131,117,106 - 128,104 - 130,87,13:0 to 13:11,Above Average
age,PV,102,107,132,118,107 - 129,105 - 130,88,14:0 to 14:11,Above Average
age,PV,102,107,133,120,109 - 130,107 - 130,91,15:0 to 16:11,Well Above Average
age,PV,102,107,134,121,110 - 130,108 - 130,92,15:0 to 16:11,Well Above Average
age,PV,102,107,135,122,111 - 130,109 - 130,93,15:0 to 16:11,Well Above Average
age,PV,102,107,136,124,113 - 130,111 - 130,95,17:0 to 18:11,Well Above Average
age,PV,102,107,137,125,114 - 130,112 - 130,95,17:0 to 18:11,Well Above Average
age,PV,102,107,138,126,115 - 130,113 - 130,96,17:0 to 18:11,Well Above Average
age,PV,102,107,139,127,116 - 130,114 - 130,96,> stop age,Well Above Average
age,PV,102,107,140,129,118 - 130,116 - 130,97,> stop age,Well Above Average
age,PV,102,107,141,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,142,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,143,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,144,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,145,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,146,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,147,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,148,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,149,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,150,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,151,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,152,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,153,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,154,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,155,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,156,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,157,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,158,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,159,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,160,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,161,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,162,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,163,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,164,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,165,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,166,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,167,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,168,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,169,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,170,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,171,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,172,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,102,107,173,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,29,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,30,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,31,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,32,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,33,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,34,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,35,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,36,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,37,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,38,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,39,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,40,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,41,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,42,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,43,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,44,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,45,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,46,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,47,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,48,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,49,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,50,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,51,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,52,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,53,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,54,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,55,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,56,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,57,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,58,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,59,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,60,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,61,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,62,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,63,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,64,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,65,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,66,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,67,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,68,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,69,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,70,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,71,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,72,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,73,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,74,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,75,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,76,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,77,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,78,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,79,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,80,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,81,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,108,113,82,41,40 - 52,40 - 54,<.1,< Start age,Significantly Below Average
age,PV,108,113,83,42,40 - 53,40 - 55,<.1,< Start age,Significantly Below Average
age,PV,108,113,84,44,40 - 55,40 - 57,<.1,< Start age,Significantly Below Average
age,PV,108,113,85,45,40 - 56,40 - 58,<.1,< Start age,Significantly Below Average
age,PV,108,113,86,46,40 - 57,40 - 59,<.1,< Start age,Significantly Below Average
age,PV,108,113,87,47,40 - 58,40 - 60,<.1,< Start age,Significantly Below Average
age,PV,108,113,88,48,40 - 59,40 - 61,<.1,< Start age,Significantly Below Average
age,PV,108,113,89,50,40 - 61,40 - 63,0.1,< Start age,Significantly Below Average
age,PV,108,113,90,51,40 - 62,40 - 64,0.1,< Start age,Significantly Below Average
age,PV,108,113,91,52,41 - 63,40 - 65,0.1,< Start age,Significantly Below Average
age,PV,108,113,92,54,43 - 65,41 - 67,0.1,< Start age,Significantly Below Average
age,PV,108,113,93,55,44 - 66,42 - 68,0.1,< Start age,Significantly Below Average
age,PV,108,113,94,56,45 - 67,43 - 69,0.2,< Start age,Significantly Below Average
age,PV,108,113,95,58,47 - 69,45 - 71,0.3,< Start age,Significantly Below Average
age,PV,108,113,96,59,48 - 70,46 - 72,0.3,< Start age,Significantly Below Average
age,PV,108,113,97,60,49 - 71,47 - 73,0.4,5:0 to 5:3,Significantly Below Average
age,PV,108,113,98,62,51 - 73,49 - 75,1,5:0 to 5:3,Significantly Below Average
age,PV,108,113,99,63,52 - 74,50 - 76,1,5:0 to 5:3,Significantly Below Average
age,PV,108,113,100,65,54 - 76,52 - 78,1,5:0 to 5:3,Significantly Below Average
age,PV,108,113,101,66,55 - 77,53 - 79,1,5:0 to 5:3,Significantly Below Average
age,PV,108,113,102,68,57 - 79,55 - 81,2,5:4 to 5:7,Significantly Below Average
age,PV,108,113,103,69,58 - 80,56 - 82,2,5:4 to 5:7,Significantly Below Average
age,PV,108,113,104,71,60 - 82,58 - 84,3,5:8 to 5:11,Well Below Average
age,PV,108,113,105,72,61 - 83,59 - 85,3,5:8 to 5:11,Well Below Average
age,PV,108,113,106,74,63 - 85,61 - 87,4,6:0 to 6:3,Well Below Average
age,PV,108,113,107,76,65 - 87,63 - 89,5,6:0 to 6:3,Well Below Average
age,PV,108,113,108,77,66 - 88,64 - 90,6,6:4 to 6:7,Well Below Average
age,PV,108,113,109,79,68 - 90,66 - 92,8,6:4 to 6:7,Well Below Average
age,PV,108,113,110,80,69 - 91,67 - 93,9,6:8 to 6:11,Below Average
age,PV,108,113,111,82,71 - 93,69 - 95,12,6:8 to 6:11,Below Average
age,PV,108,113,112,84,73 - 95,71 - 97,14,7:0 to 7:3,Below Average
age,PV,108,113,113,85,74 - 96,72 - 98,16,7:0 to 7:3,Below Average
age,PV,108,113,114,87,76 - 98,74 - 100,19,7:4 to 7:7,Below Average
age,PV,108,113,115,89,78 - 100,76 - 102,23,7:4 to 7:7,Below Average
age,PV,108,113,116,91,80 - 102,78 - 104,27,7:8 to 7:11,Average
age,PV,108,113,117,92,81 - 103,79 - 105,30,8:0 to 8:5,Average
age,PV,108,113,118,94,83 - 105,81 - 107,34,8:0 to 8:5,Average
age,PV,108,113,119,96,85 - 107,83 - 109,39,8:6 to 8:11,Average
age,PV,108,113,120,97,86 - 108,84 - 110,42,8:6 to 8:11,Average
age,PV,108,113,121,99,88 - 110,86 - 112,47,9:0 to 9:5,Average
age,PV,108,113,122,101,90 - 112,88 - 114,53,9:0 to 9:5,Average
age,PV,108,113,123,102,91 - 113,89 - 115,55,9:6 to 9:11,Average
age,PV,108,113,124,104,93 - 115,91 - 117,61,10:0 to 10:5,Average
age,PV,108,113,125,105,94 - 116,92 - 118,63,10:0 to 10:5,Average
age,PV,108,113,126,107,96 - 118,94 - 120,68,10:6 to 10:11,Average
age,PV,108,113,127,109,98 - 120,96 - 122,73,11:0 to 11:5,Average
age,PV,108,113,128,110,99 - 121,97 - 123,75,11:6 to 11:11,Above Average
age,PV,108,113,129,112,101 - 123,99 - 125,79,12:0 to 12:5,Above Average
age,PV,108,113,130,113,102 - 124,100 - 126,81,12:6 to 12:11,Above Average
age,PV,108,113,131,115,104 - 126,102 - 128,84,13:0 to 13:11,Above Average
age,PV,108,113,132,116,105 - 127,103 - 129,86,14:0 to 14:11,Above Average
age,PV,108,113,133,118,107 - 129,105 - 130,88,15:0 to 16:11,Above Average
age,PV,108,113,134,119,108 - 130,106 - 130,90,15:0 to 16:11,Above Average
age,PV,108,113,135,120,109 - 130,107 - 130,91,15:0 to 16:11,Well Above Average
age,PV,108,113,136,122,111 - 130,109 - 130,93,17:0 to 18:11,Well Above Average
age,PV,108,113,137,123,112 - 130,110 - 130,94,17:0 to 18:11,Well Above Average
age,PV,108,113,138,124,113 - 130,111 - 130,95,17:0 to 18:11,Well Above Average
age,PV,108,113,139,126,115 - 130,113 - 130,96,> stop age,Well Above Average
age,PV,108,113,140,127,116 - 130,114 - 130,96,> stop age,Well Above Average
age,PV,108,113,141,128,117 - 130,115 - 130,97,> stop age,Well Above Average
age,PV,108,113,142,129,118 - 130,116 - 130,97,> stop age,Well Above Average
age,PV,108,113,143,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,144,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,145,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,146,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,147,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,148,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,149,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,150,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,151,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,152,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,153,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,154,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,155,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,156,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,157,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,158,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,159,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,160,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,161,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,162,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,163,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,164,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,165,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,166,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,167,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,168,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,169,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,170,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,171,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,172,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,108,113,173,130,119 - 130,117 - 130,98,> stop age,Well Above Average
age,PV,114,119,29,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,30,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,31,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,32,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,33,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,34,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,35,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,36,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,37,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,38,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,39,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,40,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,41,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,42,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,43,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,44,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,45,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,46,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,47,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,48,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,49,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,50,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,51,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,52,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,53,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,54,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,55,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,56,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,57,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,58,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,59,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,60,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,61,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,62,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,63,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,64,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,65,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,66,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,67,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,68,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,69,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,70,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,71,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,72,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,73,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,74,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,75,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,76,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,77,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,78,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,79,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,80,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,81,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,82,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,83,40,40 - 51,40 - 53,<.1,< Start age,Significantly Below Average
age,PV,114,119,84,41,40 - 52,40 - 54,<.1,< Start age,Significantly Below Average
age,PV,114,119,85,43,40 - 54,40 - 56,<.1,< Start age,Significantly Below Average
age,PV,114,119,86,44,40 - 55,40 - 57,<.1,< Start age,Significantly Below Average
